protein_id,algorithm,time,score,checked,placed,hash
0,dfs_bnb_mpi,396.841,-4,5,120278995,"[-1, -1, 2, 2, 2, 2, 2, -1, -2, -2, -2, -2, -2, -2, 1, 1, 1, 1, 2, 2, -1, -1, 2, 2]"
1,dfs_bnb_mpi,8.26364,-9,10,2106054,"[-1, -2, -1, 2, 2, 2, 1, -2, 1, 2, 1, 1, -2, -1, -2, -2, -1, -2, -1, -2, -1, 2, -1, 2]"
2,dfs_bnb_mpi,188.627,-6,7,50414775,"[-1, -1, 2, 2, 2, 1, -2, 1, 2, 2, -1, -1, -1, 2, -1, 2, -1, -2, -2, 1, -2, 1, -2, -1]"
3,dfs_bnb_mpi,3.06099,-10,11,835023,"[-1, -2, -1, 2, -1, -2, -1, -1, 2, 1, 2, 1, 1, 1, 1, 2, -1, 2, -1, -2, -1, -1, 2, 2]"
4,dfs_bnb_mpi,44.0236,-8,8,11801249,"[-1, -2, -1, -2, 1, -2, -1, -1, -1, 2, 1, 2, -1, 2, 2, 1, -2, 1, 2, 2, 1, -2, 1, 2]"
5,dfs_bnb_mpi,135.644,-11,12,34612316,"[-1, -2, -1, 2, 2, 2, -1, 2, 1, 2, 2, 1, -2, 1, -2, 1, 1, -2, -1, -1, -2, -1, 2, 2]"
6,dfs_bnb_mpi,35.8461,-10,11,8912904,"[-1, -2, -2, -1, -1, 2, 1, 2, -1, -1, 2, 1, 2, 2, 2, 1, -2, 1, -2, -1, -2, 1, 1, 2]"
7,dfs_bnb_mpi,43.944,-11,12,11369664,"[-1, -1, 2, 2, 2, -1, -1, 2, 2, -1, -2, -1, -2, 1, -2, -1, -2, 1, 1, -2, 1, 2, 2, -1]"
8,dfs_bnb_mpi,3.37925,-8,9,1016221,"[-1, -2, -1, 2, 2, 1, 2, -1, 2, 1, 2, 2, 1, -2, -2, 1, 2, 1, -2, -2, -1, -1, -2, 1]"
9,dfs_bnb_mpi,33.3521,-9,10,8250326,"[-1, -1, 2, 2, -1, 2, 1, 1, 2, -1, -1, 2, -1, -2, -2, -1, -2, 1, -2, 1, -2, -1, -1, 2]"
10,dfs_bnb_mpi,0.101363,-9,9,30064,"[-1, -1, 2, 2, 1, -2, 1, 1, 2, -1, 2, -1, 2, 2, -1, -2, -2, -1, -1, -2, 1, -2, -1, -1]"
11,dfs_bnb_mpi,115.12,-11,12,26791888,"[-1, -1, 2, 2, -1, -2, -1, -1, -1, -2, -1, -2, 1, -2, -2, 1, 2, 1, 2, 1, 2, -1, -1, -2]"
12,dfs_bnb_mpi,9.26928,-12,13,2238740,"[-1, -1, 2, 1, 2, -1, 2, 2, -1, 2, -1, -2, -2, 1, -2, -2, -1, 2, -1, 2, -1, 2, 1, 2]"
13,dfs_bnb_mpi,1.03082,-10,11,247413,"[-1, -1, 2, 2, 2, -1, -2, -2, -1, 2, 2, -1, -2, -2, -2, 1, 1, -2, 1, -2, -1, -1, 2, -1]"
14,dfs_bnb_mpi,0.157944,-12,13,38298,"[-1, -1, 2, 1, 2, 1, -2, 1, -2, 1, -2, -1, -1, -2, 1, -2, 1, 2, 1, 2, 1, 2, -1, 2]"
15,dfs_bnb_mpi,0.409115,-8,9,118795,"[-1, -1, 2, 1, 2, -1, 2, -1, 2, -1, -2, -1, -2, 1, 1, -2, -1, -2, 1, -2, 1, 1, 1, 1]"
16,dfs_bnb_mpi,67.6886,-7,8,19686133,"[-1, -1, 2, 2, 1, -2, 1, 2, 2, 1, 1, 2, -1, -1, 2, 2, -1, -2, -1, -2, 1, -2, -1, -1]"
17,dfs_bnb_mpi,69.4157,-9,9,17947704,"[-1, -1, 2, 1, 2, 2, 2, 2, 1, -2, 1, -2, -1, -2, -2, 1, 2, 1, 1, 2, -1, 2, 2, -1]"
18,dfs_bnb_mpi,16.3018,-8,9,4716807,"[-1, -1, 2, 2, 2, 1, -2, 1, 2, 2, -1, -1, -1, 2, -1, -1, -2, 1, -2, 1, -2, -2, -1, 2]"
19,dfs_bnb_mpi,0.955961,-9,10,274537,"[-1, -1, -1, 2, 1, 2, 2, -1, -1, -2, -2, -2, -2, 1, -2, 1, 2, 1, 1, 1, 2, 2, -1, -1]"
20,dfs_bnb_mpi,0.436226,-8,9,124979,"[-1, -1, 2, 2, 1, 2, -1, 2, -1, -2, -2, -2, -1, 2, -1, 2, 1, 2, 2, 1, 2, 2, 2, 2]"
21,dfs_bnb_mpi,23.7513,-10,11,6741806,"[-1, -1, 2, 2, -1, -2, -1, 2, -1, -2, -2, -1, 2, -1, -2, -2, 1, 1, -2, 1, 2, 1, 2, -1]"
22,dfs_bnb_mpi,5.22485,-8,9,1194719,"[-1, -1, 2, 1, 2, -1, -1, 2, 2, -1, -2, -2, -1, -2, 1, 1, -2, -1, -1, -2, 1, 1, 1, 1]"
23,dfs_bnb_mpi,1.6059,-8,9,473169,"[-1, -1, 2, -1, -2, -1, 2, 2, 1, 2, -1, 2, 2, 1, -2, 1, 1, 1, -2, -2, -1, -1, 2, 1]"
24,dfs_bnb_mpi,1265.24,-9,10,275307438,"[-1, -2, -2, -1, -1, -2, 1, -2, 1, -2, 1, 2, 1, 1, 2, 2, 2, -1, -1, -2, 1, -2, -1, -1]"
25,dfs_bnb_mpi,36.6018,-11,12,8891218,"[-1, -2, 1, 1, 2, 2, 2, -1, -2, -1, 2, -1, 2, -1, -2, -1, -2, 1, 1, -2, -1, -2, 1, -2]"
26,dfs_bnb_mpi,2.63774,-8,8,670039,"[-1, -1, 2, -1, -2, -2, -1, -2, -2, 1, 2, 1, 2, 1, 1, 1, -2, -1, -1, -2, -1, -2, 1, 1]"
27,dfs_bnb_mpi,0.473294,-5,6,136896,"[-1, -1, 2, -1, -2, -1, -1, -2, 1, 1, -2, -2, 1, 2, 2, 1, 1, 1, -2, -1, -1, -2, 1, 1]"
28,dfs_bnb_mpi,79.2853,-11,12,21417913,"[-1, -1, 2, 1, 1, 2, 2, 1, -2, -2, 1, 2, 1, -2, -2, -2, -1, -2, -1, -1, 2, 1, 2, 1]"
29,dfs_bnb_mpi,94.163,-8,9,25188391,"[-1, -1, 2, 2, 2, -1, -1, -1, -2, 1, 1, -2, -2, -1, 2, -1, -2, -1, -2, -2, 1, 2, 1, 1]"
30,dfs_bnb_mpi,438.851,-10,11,114237608,"[-1, -1, 2, -1, -2, -1, -2, -1, -2, -2, 1, 1, 1, 1, 1, 2, 2, -1, -2, -1, 2, -1, -2, -1]"
31,dfs_bnb_mpi,970.9,-8,9,277986370,"[-1, -1, 2, 2, 2, 1, 2, -1, -1, -1, -1, -2, -1, -1, -2, 1, 1, -2, 1, 1, 2, 2, -1, -2]"
32,dfs_bnb_mpi,177.67,-9,10,50633049,"[-1, -2, 1, 1, 2, 2, 2, 1, -2, -2, -2, 1, -2, -2, -1, -2, -1, 2, -1, -1, 2, 1, 1, 1]"
33,dfs_bnb_mpi,2.43567,-5,6,736088,"[-1, -1, 2, 2, 1, -2, 1, 2, 1, -2, -2, -2, -1, -1, -1, -1, 2, -1, -1, 2, 1, 1, 2, 2]"
34,dfs_bnb_mpi,189.1,-8,9,44432493,"[-1, -1, 2, 2, 2, 2, 1, -2, 1, 2, 2, 2, 2, -1, -1, -2, 1, -2, -1, -1, -1, -2, 1, -2]"
35,dfs_bnb_mpi,10.0163,-9,10,2890434,"[-1, -1, 2, 2, 1, 2, -1, 2, -1, -2, -2, -2, -2, -1, 2, 2, -1, 2, 1, 2, -1, -1, -2, -1]"
