protein_id,algorithm,time,score,checked,placed,hash
10992,dfs_bnb_mpi,5.96906,-9,10,1705462,"[-1, -1, 2, 1, 1, 2, 2, 2, -1, -1, -2, 1, -2, -1, -1, 2, 2, 2, -1, -2, -2, -2, -2, 1]"
10993,dfs_bnb_mpi,3.52164,-12,13,1018843,"[-1, -2, -2, -2, -2, 1, 2, 2, 2, 1, -2, -2, -2, 1, 2, 2, 1, 1, 2, -1, -1, 2, -1, 2]"
10994,dfs_bnb_mpi,162.874,-8,9,46925181,"[-1, -1, 2, 2, 2, -1, 2, -1, -2, -2, 1, -2, -1, -2, 1, -2, -2, 1, 2, 1, 1, 1, -2, -1]"
10995,dfs_bnb_mpi,17.2481,-13,13,4598395,"[-1, -1, 2, 2, 2, 2, 2, 2, 1, 1, -2, -1, -2, 1, 1, -2, -1, -1, -2, 1, 1, -2, -1, -1]"
10996,dfs_bnb_mpi,67.9699,-10,11,19122199,"[-1, -1, 2, 1, 1, 2, 1, 2, -1, -1, -2, -1, 2, -1, 2, 2, 1, -2, 1, 2, 1, 1, -2, -1]"
10997,dfs_bnb_mpi,30.5201,-7,8,9341872,"[-1, -1, 2, -1, 2, -1, -2, -1, 2, -1, -2, -2, -1, -1, -2, 1, 1, 1, 2, 1, 1, -2, 1, 1]"
10998,dfs_bnb_mpi,57.4125,-8,9,17212233,"[-1, -1, 2, 1, 2, 2, 1, -2, -2, 1, 1, 2, 2, 2, 1, -2, -2, -2, -2, -2, -1, -1, 2, 1]"
10999,dfs_bnb_mpi,446.484,-8,9,108282721,"[-1, -1, 2, 2, 2, 2, 1, 1, 2, 2, 1, -2, -2, 1, -2, -2, -1, -2, -1, -1, 2, 1, 2, 1]"
11000,dfs_bnb_mpi,1.02067,-9,10,307451,"[-1, -2, -2, -1, -2, 1, 1, 2, 2, 1, 1, -2, -1, -2, 1, 1, 2, 2, 2, -1, -1, 2, 2, 2]"
11001,dfs_bnb_mpi,0.466696,-6,7,131674,"[-1, -1, 2, 2, 2, 1, 1, 2, 1, 1, -2, -1, -2, -1, -1, -2, 1, 1, 1, 2, 1, 2, 2, 2]"
11002,dfs_bnb_mpi,10.3051,-9,9,2638593,"[-1, -1, 2, -1, 2, 2, 1, -2, 1, 2, 2, -1, -1, -1, -2, -1, -2, 1, -2, -1, -2, 1, 1, -2]"
11003,dfs_bnb_mpi,9.50367,-11,12,2556819,"[-1, -1, 2, 2, -1, 2, 1, 1, -2, -2, 1, 2, 2, 2, 1, -2, -2, -2, 1, 1, 2, -1, 2, 2]"
11004,dfs_bnb_mpi,16.0527,-8,9,4544345,"[-1, -1, 2, 2, 1, 2, 2, -1, -2, -1, 2, 2, 1, 1, 1, -2, -2, 1, 1, -2, -1, -1, -2, -1]"
11005,dfs_bnb_mpi,16.9993,-7,8,4936801,"[-1, -1, 2, 1, 1, 1, 1, -2, -1, -2, 1, 1, -2, -1, -1, -2, -1, 2, 2, -1, -1, -1, 2, 2]"
11006,dfs_bnb_mpi,12.7888,-12,13,3476174,"[-1, -1, 2, 2, 2, 1, 2, 1, -2, -2, -1, -2, 1, 1, 2, 2, 2, 2, -1, 2, -1, -2, -1, -2]"
11007,dfs_bnb_mpi,0.931838,-12,13,266165,"[-1, -2, -1, 2, -1, -2, -1, -2, 1, -2, 1, 2, 1, 1, 2, 1, 2, 2, -1, 2, -1, -2, -1, -1]"
11008,dfs_bnb_mpi,48.1883,-8,9,13292881,"[-1, -1, 2, 2, 2, 1, -2, -2, 1, 2, 2, 2, 1, -2, -2, -2, 1, -2, -1, -2, -1, -2, -1, 2]"
11009,dfs_bnb_mpi,19.2368,-12,12,4413237,"[-1, -1, 2, 1, 2, 2, 1, 2, 1, -2, 1, 1, -2, -2, -1, 2, -1, -1, -2, 1, -2, 1, 1, 1]"
11010,dfs_bnb_mpi,4.1285,-11,12,1161970,"[-1, -1, 2, 1, 1, 2, -1, 2, 1, 2, 1, -2, -2, 1, -2, -1, -2, -2, 1, -2, -1, -1, 2, -1]"
11011,dfs_bnb_mpi,47.0154,-9,10,13252254,"[-1, -1, 2, 2, 2, 2, 2, 1, -2, -2, -2, 1, 2, 2, 2, 1, 2, 1, 1, -2, -1, -2, -1, -2]"
11012,dfs_bnb_mpi,0.19435,-8,9,57385,"[-1, -1, 2, 1, 2, 2, 1, -2, -2, 1, 2, 1, -2, 1, -2, -1, -1, -2, 1, -2, -1, -1, 2, -1]"
11013,dfs_bnb_mpi,33.4487,-10,11,9900144,"[-1, -2, 1, 1, 2, 2, 1, -2, 1, 1, -2, -1, -1, -2, 1, -2, -1, -1, 2, -1, -1, -2, 1, -2]"
11014,dfs_bnb_mpi,51.0784,-11,12,13076734,"[-1, -1, 2, 2, 1, 2, -1, -1, -1, 2, 1, 1, 2, 2, -1, -2, -1, -1, -2, -2, -2, 1, 1, -2]"
11015,dfs_bnb_mpi,1.54035,-10,11,457278,"[-1, -1, 2, 1, 1, 2, -1, 2, 2, 1, -2, 1, -2, -2, 1, -2, -1, -2, -1, -2, -1, 2, -1, -1]"
11016,dfs_bnb_mpi,16.8275,-12,13,4084267,"[-1, -1, 2, 1, 1, 2, 1, -2, 1, -2, -1, -2, -1, -1, -1, -2, 1, 1, 1, -2, -1, -1, -1, -1]"
11017,dfs_bnb_mpi,2.18724,-10,10,563292,"[-1, -2, -1, -2, 1, -2, 1, -2, 1, 2, 1, 2, -1, -1, 2, 1, 2, 2, 2, 1, -2, -2, -2, 1]"
11018,dfs_bnb_mpi,24.0699,-11,12,6700799,"[-1, -1, 2, 2, 2, 2, 1, 1, -2, 1, 2, 2, 1, -2, -2, 1, -2, -1, -1, -2, -1, 2, -1, -2]"
11019,dfs_bnb_mpi,57.2301,-7,8,14201024,"[-1, -1, 2, -1, -1, 2, 1, 1, 2, 2, -1, -2, -1, 2, -1, -2, -2, -1, -2, 1, -2, 1, 1, -2]"
11020,dfs_bnb_mpi,4.02655,-9,10,1168638,"[-1, -1, 2, 2, 1, -2, 1, 2, 1, 2, -1, -1, 2, -1, -2, -1, -2, -1, -1, -2, 1, 1, -2, -1]"
11021,dfs_bnb_mpi,41.4568,-11,12,12135160,"[-1, -2, -1, 2, 2, 1, 2, 1, -2, 1, 1, 1, -2, -2, 1, -2, -1, -1, 2, 2, -1, -2, -1, -2]"
11022,dfs_bnb_mpi,0.482607,-11,12,134774,"[-1, -2, -1, -2, 1, -2, 1, 2, 2, 1, -2, -2, 1, 1, 2, -1, 2, 2, -1, 2, -1, 2, 2, 2]"
11023,dfs_bnb_mpi,4.64949,-10,11,1261891,"[-1, -1, 2, 1, 1, 1, 1, 2, -1, -1, 2, -1, -2, -1, 2, -1, -1, -2, 1, -2, -2, -1, 2, -1]"
11024,dfs_bnb_mpi,0.631137,-11,12,177038,"[-1, -1, 2, -1, -2, -2, 1, 1, -2, -1, -2, 1, 1, 2, 2, 1, 2, 1, 2, -1, -1, 2, -1, -2]"
11025,dfs_bnb_mpi,31.8757,-8,9,9295105,"[-1, -1, 2, 2, 2, 2, 1, 2, -1, 2, 1, 1, -2, -2, -2, -1, -2, -2, 1, 2, 1, 2, 2, 2]"
11026,dfs_bnb_mpi,6.67324,-11,12,1771371,"[-1, -1, -1, 2, -1, -1, 2, 1, 2, 1, -2, 1, -2, 1, 2, 1, 2, -1, -1, 2, -1, 2, -1, -2]"
11027,dfs_bnb_mpi,2.14689,-8,9,501020,"[-1, -1, 2, 2, -1, -1, -1, 2, -1, -2, -2, 1, -2, 1, 2, 1, -2, -2, -1, -1, -1, 2, -1, 2]"
11028,dfs_bnb_mpi,4.3821,-8,9,1295429,"[-1, -1, 2, 1, 2, 1, 2, 1, 2, 2, -1, -2, -1, -2, -1, -2, -1, -1, -2, 1, -2, -2, 1, 1]"
