protein_id,algorithm,time,score,checked,placed,hash
0,dfs_bnb_mpi,0.000799,-4,5,220,"[-1, -1, -1, 2, 2, 1, -2, 1, 1, 2, -1, 2, 2, 2]"
1,dfs_bnb_mpi,0.005543,-3,4,1580,"[-1, -1, 2, 2, -1, 2, -1, -2, -1, -2, 1, 1, -2, -1]"
2,dfs_bnb_mpi,0.001417,-5,6,420,"[-1, -2, 1, 1, 2, 1, 2, -1, 2, -1, -2, -1, 2, 2]"
3,dfs_bnb_mpi,0.006489,-4,4,1817,"[-1, -1, 2, 2, 2, 1, -2, 1, 2, 2, 2, -1, -2, -1]"
4,dfs_bnb_mpi,0.052057,-5,6,16171,"[-1, -2, -1, 2, -1, 2, 1, 2, 2, 1, -2, 1, -2, -1]"
5,dfs_bnb_mpi,0.158899,-3,4,43102,"[-1, -1, 2, 2, 2, -1, -1, -2, -2, -1, -2, 1, 1, 2]"
6,dfs_bnb_mpi,0.000159,-2,3,40,"[-1, -1, 2, 2, 2, 2, 2, 2, 1, 1, -2, -1, -2, 1]"
7,dfs_bnb_mpi,0.021795,-4,5,6633,"[-1, -1, 2, 2, 2, 1, 1, 2, -1, 2, -1, -2, -1, -2]"
8,dfs_bnb_mpi,0.148847,-4,5,36949,"[-1, -1, 2, 2, 2, 2, 2, 1, -2, 1, -2, -1, -2, 1]"
9,dfs_bnb_mpi,0.075879,-4,5,22646,"[-1, -2, 1, 1, 2, 2, -1, -1, -1, 2, -1, -2, -2, 1]"
10,dfs_bnb_mpi,0.01371,-4,5,3655,"[-1, -1, 2, 2, 2, 1, 2, 1, 1, -2, -1, -2, -1, -2]"
11,dfs_bnb_mpi,0.06103,-4,5,18140,"[-1, -1, 2, 2, -1, 2, -1, -2, -2, -1, -2, 1, 1, 2]"
12,dfs_bnb_mpi,0.032733,-2,3,9372,"[-1, -1, 2, 2, 2, 2, 2, 2, 2, 1, 2, -1, -1, -2]"
13,dfs_bnb_mpi,0.051531,-3,3,13282,"[-1, -1, 2, 2, 2, 2, 2, 1, -2, -2, -2, 1, -2, -1]"
14,dfs_bnb_mpi,0.004331,-5,6,1254,"[-1, -1, -1, 2, 1, 2, -1, 2, 1, 1, -2, 1, -2, -1]"
15,dfs_bnb_mpi,0.000992,-2,3,250,"[-1, -1, 2, 2, 2, 1, -2, -2, 1, 2, 2, 2, 2, 2]"
16,dfs_bnb_mpi,0.095217,-4,5,28532,"[-1, -1, 2, 1, 2, 2, 1, 2, 1, -2, -2, -2, -1, 2]"
17,dfs_bnb_mpi,0.048843,-2,3,12473,"[-1, -1, 2, 2, 2, 2, 2, 2, 1, -2, -2, 1, -2, -1]"
18,dfs_bnb_mpi,0.092036,-4,4,27115,"[-1, -2, -1, -2, 1, -2, -1, -1, 2, 2, 2, 1, 2, 1]"
19,dfs_bnb_mpi,0.006172,-4,5,1938,"[-1, -2, -2, -1, 2, 2, -1, 2, 1, 2, 1, -2, 1, 2]"
20,dfs_bnb_mpi,0.138642,-4,5,34445,"[-1, -1, 2, 2, 1, 2, 2, 1, -2, 1, -2, -1, -2, -1]"
21,dfs_bnb_mpi,0.002717,-3,4,685,"[-1, -1, 2, 2, -1, 2, -1, -2, -2, 1, -2, -1, -1, 2]"
22,dfs_bnb_mpi,0.020172,-3,4,5513,"[-1, -1, 2, 2, 2, 2, 2, 1, 1, -2, -1, -2, 1, 1]"
23,dfs_bnb_mpi,0.006854,-4,5,2179,"[-1, -2, -2, 1, 2, 1, 2, 2, -1, 2, -1, -2, -1, 2]"
24,dfs_bnb_mpi,0.001679,-3,4,424,"[-1, -1, 2, 1, 2, 1, -2, 1, 2, 2, 2, 2, 2, 2]"
25,dfs_bnb_mpi,0.037754,-4,5,10834,"[-1, -2, 1, 1, 2, 1, 2, 2, 2, -1, -2, -2, -1, 2]"
26,dfs_bnb_mpi,0.016225,-3,4,4580,"[-1, -1, 2, 2, 1, -2, 1, 2, 2, 1, -2, 1, 2, 2]"
27,dfs_bnb_mpi,0.001412,-3,4,408,"[-1, -1, 2, 2, 2, 1, 1, -2, -2, 1, -2, -2, -1, -1]"
28,dfs_bnb_mpi,0.000195,-2,3,46,"[-1, -1, 2, 2, 2, 1, 1, -2, -1, -2, 1, 1, 2, 2]"
29,dfs_bnb_mpi,0.000872,-4,5,244,"[-1, -1, 2, -1, -2, -2, 1, -2, 1, 2, 1, 1, 2, 2]"
30,dfs_bnb_mpi,0.199738,-2,3,45642,"[-1, -1, 2, 2, 2, 2, 2, 2, 2, 1, 1, -2, -1, -2]"
31,dfs_bnb_mpi,0.027458,-4,5,8597,"[-1, -1, 2, 2, 1, 2, 1, -2, 1, 1, -2, -1, -1, -1]"
32,dfs_bnb_mpi,0.004545,-4,5,1429,"[-1, -1, 2, 2, 1, -2, 1, 2, 2, -1, 2, -1, -2, -1]"
33,dfs_bnb_mpi,0.008714,-3,4,2289,"[-1, -1, 2, 2, 2, 2, 1, -2, -2, -2, 1, 2, 2, 2]"
34,dfs_bnb_mpi,0.004922,-4,5,1479,"[-1, -1, -1, 2, 1, 1, 1, 2, -1, 2, -1, -2, -1, 2]"
35,dfs_bnb_mpi,0.019899,-4,4,5881,"[-1, -1, 2, 1, 2, 2, 2, 1, -2, -2, -2, 1, 2, 2]"
36,dfs_bnb_mpi,0.000236,-4,5,69,"[-1, -1, 2, 2, 1, -2, 1, 2, 1, -2, 1, -2, -1, -2]"
37,dfs_bnb_mpi,0.0033,-4,5,1041,"[-1, -2, 1, 1, 2, 2, 1, -2, -2, -2, -1, -1, -1, -1]"
38,dfs_bnb_mpi,0.001511,-4,4,451,"[-1, -1, 2, 1, 1, 2, 1, -2, 1, -2, -1, -2, 1, 1]"
39,dfs_bnb_mpi,0.032177,-5,6,10241,"[-1, -2, 1, 1, 2, 1, -2, -2, -1, -2, -1, -1, 2, 1]"
40,dfs_bnb_mpi,0.019513,-5,6,6139,"[-1, -2, 1, -2, 1, 2, 2, 2, 2, 1, -2, -2, -2, 1]"
