protein_id,algorithm,time,score,checked,placed,hash
839,dfs_bnb_mpi,2.31443,-11,12,575702,"[-1, -1, 2, 2, -1, -2, -2, -1, 2, 2, 2, 1, 1, 1, 1, -2, -1, -2, 1]"
840,dfs_bnb_mpi,0.413183,-12,13,98992,"[-1, -1, 2, 1, 1, 1, -2, -2, -1, -2, -1, 2, -1, -2, -2, 1, 1, 1, 2]"
841,dfs_bnb_mpi,0.810816,-11,12,201783,"[-1, -1, 2, 2, 2, 2, 1, 1, -2, -1, -2, -2, 1, 2, 1, 2, 1, 2, -1]"
842,dfs_bnb_mpi,2.0024,-12,13,501444,"[-1, -1, -1, 2, 2, 1, 1, 2, -1, -1, 2, 1, 1, 1, -2, -2, -2, -1, -1]"
843,dfs_bnb_mpi,3.07533,-12,13,768413,"[-1, -2, -2, 1, 2, 1, -2, 1, 2, 2, -1, 2, 1, 2, -1, -1, -1, -2, 1]"
844,dfs_bnb_mpi,2.0479,-11,12,508944,"[-1, -1, 2, 2, 2, 1, 1, -2, 1, 2, 2, 1, -2, -2, -2, -1, -1, -1, 2]"
845,dfs_bnb_mpi,0.601927,-12,12,148684,"[-1, -1, 2, 1, 1, 1, 1, -2, -1, -2, -1, -1, -1, -2, 1, 1, 1, 1, 2]"
