protein_id,algorithm,time,score,checked,placed,hash
0,dfs_bnb_mpi,15.1813,-5,6,4686503,"[-1, -1, 2, 2, 2, -1, 2, 2, 2, -1, -2, -2, -2, -1, -2, 1, 1, -2, -1, -2, 1, -2, 1, 1, 1, 1, 2, 2, 2]"
1,dfs_bnb_mpi,3079.33,-6,7,879455209,"[-1, -2, -1, 2, -1, -1, 2, 2, 2, 2, 2, 2, 1, 1, 1, -2, -2, -2, -1, -2, 1, 1, 1, -2, -1, -1, -1, -1, 2]"
2,dfs_bnb_reach_prune,403190,-4,5,239835416160,"[-1, -1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, -2, -2, -2, 1, 2, 2, 1, -2, -2, 1, -2, -1, -1, -1]"
3,dfs_bnb_reach_prune,835.589,-5,6,246458546,"[-1, -1, 2, 2, 2, -1, -2, -2, -2, -2, 1, 1, 1, 1, -2, -1, -2, -2, -1, -1, 2, 1, 2, -1, -1, -1, 2, 2, 2]"
4,dfs_bnb_reach_prune,12.4233,-4,5,3658709,"[-1, -1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, -1, -2, -1, 2, 2, -1, -2, -2, -2, 1, -2, -1, -1, 2, 2, 2, 2]"
5,dfs_bnb_reach_prune,5.31555,-6,7,1524816,"[-1, -1, 2, 2, 2, -1, -2, -2, -1, -1, -2, 1, 1, -2, 1, 1, -2, -1, -1, -2, -1, -2, 1, 1, 2, 1, 1, 2, 2]"
6,dfs_bnb_reach_prune,115.898,-5,6,33071191,"[-1, -1, 2, 2, 2, 2, 2, 2, 1, -2, 1, 2, 2, 2, 1, -2, -2, -2, -2, 1, -2, -1, -1, 2, -1, -2, -2, 1, 1]"
7,dfs_bnb_reach_prune,20004.6,-5,6,5569701754,"[-1, -2, -1, 2, 2, 2, -1, 2, 2, 2, 2, 2, 2, 1, 1, 1, -2, -2, -2, -2, -2, -2, -2, -1, 2, 2, -1, 2, 2]"
8,dfs_bnb_mpi,1380.46,-5,6,408959551,"[-1, -1, 2, 1, 1, 2, -1, -1, 2, 2, 2, 2, -1, -1, -2, -2, 1, -2, -1, -1, -1, -2, 1, 1, 1, -2, -1, -1, -1]"
9,dfs_bnb_mpi,2454.87,-4,5,721607522,"[-1, -1, 2, 2, 2, 1, 2, -1, 2, 2, 2, 2, 2, -1, -2, -2, -2, -2, -1, 2, -1, -2, -2, 1, 1, -2, -1, -1, -1]"
10,dfs_bnb_mpi,9318.78,-6,7,2750886192,"[-1, -1, 2, 1, 1, 2, 2, 2, 2, 2, 1, 1, -2, -2, -2, -2, -2, 1, 1, -2, -1, -1, -2, -1, 2, 2, 2, 2, 2]"
11,dfs_bnb_mpi,2.31741,-5,6,703097,"[-1, -2, 1, 1, 2, 2, 1, -2, -2, 1, 1, -2, -1, -1, -1, -1, -2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2]"
12,dfs_bnb_mpi,43.6259,-2,3,13225855,"[-1, -1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, -1, 2, -1, -2, -2, -1, 2, 2, 2, 2]"
13,dfs_bnb_mpi,2.76885,-4,5,810671,"[-1, -1, 2, 2, -1, -2, -2, -1, 2, -1, -2, -2, 1, 1, 1, 1, 1, -2, -1, -1, -1, -1, -1, -1, 2, 2, 2, 2, 2]"
14,dfs_bnb_mpi,2809.36,-4,4,650486277,"[-1, -1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, -2, -2, -2, -2, -2, -2, 1, 1, -2, -1, -1, -2, 1, 1, 1, 2, 2]"
15,dfs_bnb_mpi,24038.2,-6,7,7344488315,"[-1, -1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, -2, -2, -2, -2, -2, -2, -2, 1, 1, -2, -1, -2, -1, 2, -1]"
16,dfs_bnb_mpi,2953.42,-4,5,849738923,"[-1, -1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, -1, 2, -1, -2, -2, -1, 2, -1, -2, -2, 1, 1]"
17,dfs_bnb_mpi,41259.9,-5,6,12581260654,"[-1, -1, 2, 2, 2, 2, 1, 2, 2, -1, -2, -1, 2, 2, 2, -1, -1, -2, -2, -2, -2, -2, 1, 1, 2, -1, 2, 2, 2]"
18,dfs_bnb_mpi,9.6e-05,0,1,30,"[-1, -1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
19,dfs_bnb_mpi,114.86,-4,5,34832459,"[-1, -1, 2, 2, 2, 2, 1, -2, 1, 2, 2, 2, -1, -1, -1, -2, -2, -2, -2, -1, 2, 2, -1, -2, -2, -2, 1, 1, -2]"
20,dfs_bnb_mpi,118.646,-5,6,36910463,"[-1, -1, 2, 2, 2, 1, 1, 2, 2, -1, -2, -1, -1, -2, -2, -2, -1, 2, 2, -1, -1, 2, 1, 1, 2, 2, 1, -2, 1]"
21,dfs_bnb_mpi,49.669,-6,7,15643310,"[-1, -1, 2, 2, 1, 1, 2, -1, -1, -1, -1, -2, 1, -2, -1, -1, 2, 2, 2, 2, 1, -2, 1, 2, 2, 1, -2, -2, 1]"
22,dfs_bnb_mpi,517.429,-7,8,159133524,"[-1, -1, 2, 2, 1, -2, 1, 2, 2, 2, 1, -2, -2, -2, 1, -2, -1, -2, -2, -1, -2, 1, -2, -1, -1, 2, 2, 2, 1]"
