protein_id,algorithm,time,score,checked,placed,hash
938,dfs_bnb_mpi,0.003237,-6,7,875,"[-1, -2, 1, 1, 1, 2, -1, 2, 1, 2, -1, -1, -2, -1]"
939,dfs_bnb_mpi,0.069586,-6,7,19153,"[-1, -1, 2, 2, 1, 2, 1, 1, 1, -2, -1, -1, -2, -1]"
940,dfs_bnb_mpi,0.125719,-5,6,35036,"[-1, -1, 2, 2, 2, 2, 1, -2, -2, 1, 1, -2, -1, -1]"
941,dfs_bnb_mpi,0.005098,-4,5,1226,"[-1, -1, 2, 2, -1, -1, -2, 1, -2, -1, -1, 2, 2, 2]"
942,dfs_bnb_mpi,0.017154,-6,6,5196,"[-1, -1, 2, 2, 1, 2, 2, 1, -2, 1, -2, -1, -2, -1]"
943,dfs_bnb_mpi,0.013748,-7,8,4101,"[-1, -2, 1, 1, 2, 2, -1, 2, -1, 2, -1, -2, -2, 1]"
944,dfs_bnb_mpi,0.065673,-6,7,18143,"[-1, -1, 2, -1, -1, -1, -2, 1, 1, -2, -2, -1, 2, -1]"
945,dfs_bnb_mpi,0.008017,-6,7,2007,"[-1, -2, 1, 1, 1, -2, -1, -1, -1, -2, 1, 1, 1, 1]"
946,dfs_bnb_mpi,0.002361,-6,7,724,"[-1, -1, 2, 1, 1, 2, -1, 2, -1, -2, -1, -2, -2, -1]"
947,dfs_bnb_mpi,0.073396,-6,7,18023,"[-1, -1, 2, 2, 2, 2, 1, 1, -2, -1, -2, -2, 1, 2]"
948,dfs_bnb_mpi,0.026972,-5,5,8330,"[-1, -1, 2, 2, 2, 1, -2, 1, 2, 1, -2, -2, -1, -1]"
949,dfs_bnb_mpi,0.009446,-6,6,2727,"[-1, -1, 2, 1, 2, 1, -2, 1, 1, -2, -1, -2, -1, -1]"
950,dfs_bnb_mpi,0.159154,-6,7,39162,"[-1, -1, -1, 2, 1, 2, 2, 2, 1, -2, -2, 1, -2, -1]"
951,dfs_bnb_mpi,0.013352,-6,7,3646,"[-1, -1, 2, 1, 2, -1, 2, -1, -2, -1, -2, 1, -2, -1]"
952,dfs_bnb_mpi,0.019376,-6,7,4831,"[-1, -2, 1, 1, -2, -2, -2, -1, 2, 2, -1, -2, -1, 2]"
953,dfs_bnb_mpi,0.158697,-6,7,36764,"[-1, -1, 2, 2, 1, -2, 1, 2, 1, -2, -2, -2, -1, -1]"
954,dfs_bnb_mpi,0.034944,-6,7,9789,"[-1, -2, -1, -2, -2, 1, 2, 1, 2, 1, 2, 2, 1, -2]"
955,dfs_bnb_mpi,0.030212,-5,6,8688,"[-1, -1, 2, 2, 1, -2, 1, 2, 2, 1, 1, -2, -1, -2]"
956,dfs_bnb_mpi,0.007734,-6,7,1990,"[-1, -1, 2, 2, -1, -1, -2, 1, -2, -2, 1, -2, 1, 2]"
957,dfs_bnb_mpi,0.084086,-5,6,22369,"[-1, -1, 2, 1, 2, 2, 1, 1, 1, -2, -1, -1, -2, 1]"
958,dfs_bnb_mpi,0.156203,-6,7,41516,"[-1, -1, 2, -1, -2, -1, -2, 1, 1, 1, 1, -2, -1, -1]"
959,dfs_bnb_mpi,0.16739,-6,7,44278,"[-1, -1, 2, -1, 2, -1, -2, -2, 1, -2, -2, 1, 2, 1]"
960,dfs_bnb_mpi,0.009843,-4,5,2827,"[-1, -1, 2, 1, 2, 2, -1, -2, -1, -2, -1, -2, 1, -2]"
961,dfs_bnb_mpi,0.145778,-5,6,35522,"[-1, -1, 2, 2, 1, 2, 2, 1, -2, 1, -2, -1, -2, -1]"
962,dfs_bnb_mpi,0.052103,-6,7,13158,"[-1, -2, -1, 2, -1, 2, -1, 2, 2, 1, -2, 1, -2, 1]"
963,dfs_bnb_mpi,0.033395,-5,6,7970,"[-1, -1, 2, 2, 2, 1, 2, 1, -2, -2, -1, -2, 1, 1]"
964,dfs_bnb_mpi,0.056567,-6,7,16421,"[-1, -1, 2, 2, -1, -1, -2, -1, -2, 1, -2, 1, 2, 2]"
965,dfs_bnb_mpi,0.011015,-6,7,2878,"[-1, -1, 2, -1, -2, -2, 1, 1, -2, -1, -1, -1, 2, 2]"
966,dfs_bnb_mpi,0.178003,-6,7,42355,"[-1, -1, 2, -1, -2, -1, -2, 1, 1, -2, 1, 2, 1, -2]"
967,dfs_bnb_mpi,0.110597,-5,6,26079,"[-1, -1, -1, 2, 1, 2, 2, 2, 1, -2, -2, 1, -2, -1]"
968,dfs_bnb_mpi,0.178099,-6,7,49462,"[-1, -2, 1, 1, 2, 1, -2, 1, 1, -2, -1, -1, -1, -1]"
969,dfs_bnb_mpi,0.00489,-7,7,1351,"[-1, -1, 2, 2, 1, -2, 1, 2, 2, 1, -2, 1, -2, -1]"
970,dfs_bnb_mpi,0.022967,-5,6,7025,"[-1, -1, -1, 2, 1, 1, 2, -1, 2, 1, 1, -2, -2, 1]"
971,dfs_bnb_mpi,0.139653,-5,6,34922,"[-1, -1, 2, 2, 1, 2, 1, 2, 1, -2, -2, -1, -2, -1]"
972,dfs_bnb_mpi,0.148753,-5,6,42584,"[-1, -1, -1, 2, 1, 2, 1, 2, 2, 1, -2, -2, -2, -1]"
973,dfs_bnb_mpi,0.013717,-5,6,3542,"[-1, -1, 2, 1, 1, 1, 1, -2, -1, -2, -1, -1, -1, -1]"
974,dfs_bnb_mpi,0.150214,-6,6,36851,"[-1, -1, 2, 2, 2, -1, 2, 1, 2, 1, -2, -2, -2, -2]"
975,dfs_bnb_mpi,0.080746,-6,7,22029,"[-1, -1, 2, 2, 2, 1, -2, 1, 2, 1, -2, -2, -1, -1]"
976,dfs_bnb_mpi,0.132558,-5,6,41683,"[-1, -1, 2, 2, 1, 1, 2, 2, 1, -2, -2, -2, -1, -1]"
977,dfs_bnb_mpi,0.247717,-5,6,58062,"[-1, -1, 2, 2, 2, 2, 1, 1, -2, -1, -2, 1, -2, -1]"
978,dfs_bnb_mpi,0.009503,-6,7,2709,"[-1, -1, 2, -1, 2, 2, 1, -2, 1, -2, 1, 1, -2, 1]"
979,dfs_bnb_mpi,0.096839,-5,6,22867,"[-1, -1, 2, 1, 2, -1, -1, -2, -2, -2, 1, 1, -2, -1]"
980,dfs_bnb_mpi,0.060097,-5,6,17756,"[-1, -1, -1, 2, 1, 1, 1, 2, -1, 2, 2, -1, -2, -2]"
981,dfs_bnb_mpi,0.007889,-6,7,2037,"[-1, -2, 1, 1, -2, 1, 1, 2, -1, 2, -1, 2, -1, 2]"
982,dfs_bnb_mpi,0.040154,-6,7,10383,"[-1, -1, 2, 1, 1, 1, 2, -1, -1, 2, -1, -2, -1, -2]"
983,dfs_bnb_mpi,0.188941,-4,5,43537,"[-1, -1, 2, 2, 2, 1, 2, 2, 1, -2, -2, -2, -1, -2]"
984,dfs_bnb_mpi,0.194638,-6,7,53018,"[-1, -2, -1, -1, -1, 2, 1, 2, 2, 1, 1, -2, -1, -2]"
985,dfs_bnb_mpi,0.044269,-6,7,10405,"[-1, -1, -1, 2, -1, 2, 1, 2, 1, -2, -2, 1, 2, 2]"
986,dfs_bnb_mpi,0.006956,-6,7,1903,"[-1, -1, -1, 2, 1, 1, 2, 1, -2, 1, -2, -2, -1, -1]"
987,dfs_bnb_mpi,0.018629,-5,6,5396,"[-1, -1, 2, 2, 2, 2, 1, 1, -2, -1, -2, -2, 1, 2]"
988,dfs_bnb_mpi,0.021508,-5,6,5843,"[-1, -1, 2, 2, 2, -1, -2, -1, -2, 1, -2, -2, 1, 1]"
989,dfs_bnb_mpi,0.019398,-4,5,5491,"[-1, -1, 2, 1, 2, -1, 2, -1, -2, -1, -1, -2, 1, 1]"
990,dfs_bnb_mpi,0.209496,-6,7,50393,"[-1, -2, 1, 1, -2, -2, 1, -2, -1, -1, 2, 2, -1, -2]"
991,dfs_bnb_mpi,0.001403,-5,6,356,"[-1, -1, 2, 1, 2, -1, -1, -2, -1, -2, 1, -2, 1, 1]"
992,dfs_bnb_mpi,0.095803,-5,6,22585,"[-1, -1, 2, 2, 2, 2, 1, 1, -2, -1, -2, 1, -2, -1]"
993,dfs_bnb_mpi,0.020901,-5,5,5153,"[-1, -1, 2, 2, 2, 2, 1, -2, -2, -2, 1, 2, 2, 2]"
994,dfs_bnb_mpi,0.100588,-6,7,23560,"[-1, -2, -1, -2, 1, -2, 1, 2, 2, 1, 2, 2, 1, -2]"
995,dfs_bnb_mpi,0.005803,-6,7,1467,"[-1, -1, 2, 1, 2, 2, 1, -2, -2, 1, 2, 2, 2, 2]"
996,dfs_bnb_mpi,0.06167,-4,5,15210,"[-1, -1, 2, 2, 2, 1, 2, -1, 2, -1, -2, -1, -2, 1]"
997,dfs_bnb_mpi,0.075366,-6,7,21814,"[-1, -1, 2, 2, 2, 1, 2, 1, 1, -2, -1, -2, -1, -2]"
998,dfs_bnb_mpi,0.057442,-5,6,13328,"[-1, -1, 2, 1, 1, 2, 2, -1, -2, -1, -1, -2, -2, -1]"
999,dfs_bnb_mpi,0.017855,-7,8,5367,"[-1, -1, -1, 2, 1, 2, 1, 2, 1, -2, 1, -2, -1, -1]"
