protein_id,algorithm,time,score,checked,placed,hash
0,dfs_bnb_mpi,0.632309,-8,9,189305,"[-1, -2, 1, 1, 2, 2, 2, -1, 2, -1, 2, -1, -2, -1, -2, 1, 1, -2, 1]"
1,dfs_bnb_mpi,0.274456,-8,9,72697,"[-1, -1, -1, 2, 1, 1, 2, 1, -2, 1, 1, -2, -1, -2, -1, -1, -2, 1, 1]"
2,dfs_bnb_mpi,0.807853,-9,10,222765,"[-1, -2, -2, 1, -2, 1, 2, 1, -2, 1, 1, 2, -1, 2, -1, 2, -1, -2, -1]"
3,dfs_bnb_mpi,0.502656,-8,9,120186,"[-1, -1, -1, 2, -1, 2, 2, 2, 1, -2, -2, 1, -2, 1, 2, 2, 2, -1, -2]"
4,dfs_bnb_mpi,3.67656,-8,9,883752,"[-1, -1, 2, 2, -1, -1, -2, 1, -2, -1, -1, -2, -2, 1, 2, 1, 1, -2, -1]"
5,dfs_bnb_mpi,0.518713,-8,9,127499,"[-1, -1, 2, 1, 1, 1, -2, 1, -2, -1, -2, -1, 2, -1, -1, -1, -2, 1, 1]"
6,dfs_bnb_mpi,0.113858,-7,8,31816,"[-1, -1, 2, 1, 1, 2, 2, -1, -2, -1, 2, 2, 1, 2, 1, -2, 1, 2, 2]"
7,dfs_bnb_mpi,2.5067,-8,9,629354,"[-1, -2, -1, 2, 2, -1, 2, -1, 2, 1, 2, 1, 1, -2, -1, -2, 1, -2, 1]"
8,dfs_bnb_mpi,0.900655,-8,9,238738,"[-1, -2, -2, -1, 2, 2, 2, -1, -2, -1, 2, 2, 1, 2, 1, -2, 1, -2, 1]"
9,dfs_bnb_mpi,0.119382,-7,8,28194,"[-1, -1, -1, 2, -1, 2, 2, 1, -2, 1, -2, 1, 2, 1, -2, 1, 2, 2, 2]"
10,dfs_bnb_mpi,0.969982,-9,9,283875,"[-1, -2, 1, 1, 2, 1, -2, -2, -2, -1, -1, -2, -1, -1, 2, 1, 2, 1, 1]"
11,dfs_bnb_mpi,2.13527,-9,10,503616,"[-1, -1, 2, 1, 1, 2, 1, 2, 1, -2, 1, -2, -1, -1, -2, 1, -2, -1, -1]"
12,dfs_bnb_mpi,0.09852,-8,9,29043,"[-1, -2, -2, 1, 2, 1, -2, 1, 2, 2, -1, 2, -1, 2, -1, -2, -1, 2, 2]"
13,dfs_bnb_mpi,5.85298,-9,10,1563343,"[-1, -2, -1, 2, -1, -1, 2, 1, 2, 1, 2, 1, -2, 1, 1, -2, -1, -1, -1]"
14,dfs_bnb_mpi,0.276574,-8,9,85847,"[-1, -1, 2, 1, 2, -1, -1, -2, -1, -1, -2, 1, -2, -2, 1, 1, 2, -1, 2]"
15,dfs_bnb_mpi,0.264109,-8,9,69434,"[-1, -2, -1, -2, 1, 1, 2, 1, -2, 1, -2, -1, -2, -1, 2, -1, -1, -1, 2]"
16,dfs_bnb_mpi,0.491776,-9,10,146171,"[-1, -1, 2, -1, 2, 1, 1, -2, 1, 2, 1, 2, 1, 1, -2, -1, -2, -1, -2]"
17,dfs_bnb_mpi,0.1093,-8,9,28400,"[-1, -1, -1, 2, 1, 1, 1, 2, -1, 2, -1, -2, -1, -1, 2, 1, 2, 2, 2]"
18,dfs_bnb_mpi,0.069983,-9,10,20372,"[-1, -2, 1, 1, 1, 2, -1, 2, -1, 2, -1, 2, 1, 2, 1, -2, 1, -2, -1]"
19,dfs_bnb_mpi,0.637501,-7,8,176671,"[-1, -1, 2, 2, -1, -2, -1, 2, -1, -1, -2, 1, -2, 1, 1, -2, -2, 1, 2]"
20,dfs_bnb_mpi,2.83143,-8,9,662455,"[-1, -2, -1, -2, 1, 1, 2, 1, 2, 1, 2, 2, -1, -2, -1, 2, 2, 1, 2]"
21,dfs_bnb_mpi,0.049143,-7,8,13536,"[-1, -1, 2, 2, 1, -2, 1, 2, 1, 1, -2, -1, -2, 1, 1, 2, 2, 2, 2]"
22,dfs_bnb_mpi,2.88952,-6,7,678313,"[-1, -1, 2, 2, 2, 1, 2, 1, 2, 1, -2, -2, -1, -2, -1, -2, 1, 1, 2]"
23,dfs_bnb_mpi,0.318522,-9,10,91812,"[-1, -2, -1, -2, 1, -2, 1, 1, 2, -1, 2, 1, 1, 2, -1, 2, 2, -1, -2]"
24,dfs_bnb_mpi,1.85058,-7,7,526864,"[-1, -1, 2, 2, 2, -1, -2, -1, -1, -2, 1, 1, -2, -1, -2, 1, 1, -2, -1]"
25,dfs_bnb_mpi,0.798912,-8,9,218616,"[-1, -2, -1, 2, -1, 2, -1, 2, -1, 2, 1, 2, 1, -2, -2, 1, -2, 1, 2]"
26,dfs_bnb_mpi,0.057353,-7,8,15893,"[-1, -1, 2, 2, 2, -1, -2, -2, -2, -1, -1, 2, 1, 2, 2, 2, 2, 2, 2]"
27,dfs_bnb_mpi,0.630914,-7,8,176641,"[-1, -1, 2, 2, 2, -1, 2, -1, -2, -2, 1, -2, -1, -1, -2, 1, 1, -2, 1]"
28,dfs_bnb_mpi,0.236104,-8,9,56944,"[-1, -1, 2, 1, 1, 2, 1, 1, -2, -1, -2, 1, -2, -1, -2, -1, 2, -1, -1]"
29,dfs_bnb_mpi,0.098485,-8,9,30448,"[-1, -1, 2, 2, 2, 1, -2, -2, 1, 2, 1, -2, 1, 1, -2, -1, -2, -1, 2]"
30,dfs_bnb_mpi,0.303084,-8,9,91646,"[-1, -2, 1, 1, 2, 2, 2, 1, -2, 1, -2, -1, -2, -2, -1, -1, -2, 1, 1]"
31,dfs_bnb_mpi,5.39993,-7,8,1314013,"[-1, -1, 2, 2, 2, -1, -1, 2, -1, -2, -2, 1, 1, -2, -1, -1, -2, 1, 1]"
32,dfs_bnb_mpi,1.00251,-7,8,272358,"[-1, -1, 2, 2, 2, -1, 2, 2, 1, -2, 1, -2, 1, -2, -1, -2, 1, 1, 2]"
33,dfs_bnb_mpi,0.306352,-8,9,95822,"[-1, -2, 1, 1, 2, 2, -1, 2, -1, -2, -1, -2, -1, 2, -1, -2, -2, 1, 1]"
34,dfs_bnb_mpi,0.026079,-7,8,6177,"[-1, -1, 2, 1, 2, 2, 1, 1, -2, -1, -2, 1, 1, -2, -1, -2, 1, 1, 2]"
35,dfs_bnb_mpi,0.158311,-7,8,42856,"[-1, -1, 2, -1, 2, 1, 2, 1, 1, 1, -2, -1, -1, -2, 1, 1, 1, 2, 2]"
36,dfs_bnb_mpi,7.72914,-8,9,2110330,"[-1, -1, 2, 2, 2, -1, -2, -1, 2, -1, -2, -1, -2, 1, -2, 1, 2, 1, -2]"
37,dfs_bnb_mpi,0.26723,-10,11,79469,"[-1, -2, 1, -2, 1, 2, 1, 2, -1, 2, 1, 2, -1, 2, -1, -2, -1, -2, 1]"
38,dfs_bnb_mpi,2.179,-8,9,571343,"[-1, -1, 2, -1, -2, -1, 2, -1, -1, -2, 1, -2, 1, 1, -2, 1, 2, 1, -2]"
39,dfs_bnb_mpi,1.44574,-8,9,358810,"[-1, -1, 2, 2, 1, -2, 1, 2, 1, 2, 2, -1, -2, -1, -1, 2, 2, 1, -2]"
40,dfs_bnb_mpi,0.43328,-7,8,117714,"[-1, -1, 2, 2, 2, 1, -2, -2, 1, 2, 2, 2, -1, 2, -1, -2, -1, -2, -1]"
41,dfs_bnb_mpi,2.93698,-7,8,851271,"[-1, -1, 2, 1, 2, -1, 2, 1, 2, 2, 1, -2, 1, -2, -1, -2, 1, -2, -1]"
42,dfs_bnb_mpi,0.030157,-8,9,8094,"[-1, -1, 2, -1, -2, -1, 2, 2, 1, 2, 1, -2, 1, -2, 1, 2, 2, -1, 2]"
43,dfs_bnb_mpi,0.105525,-8,8,30792,"[-1, -1, 2, 1, 2, 2, 1, -2, -2, 1, 2, 2, 1, 2, 2, -1, -2, -1, 2]"
44,dfs_bnb_mpi,0.06076,-9,10,16498,"[-1, -1, 2, 1, 2, 1, -2, 1, -2, 1, -2, -1, -1, -1, -2, -1, 2, -1, 2]"
45,dfs_bnb_mpi,5.54652,-8,9,1683400,"[-1, -2, -1, -2, 1, 1, -2, 1, 2, 1, 2, 2, 2, 2, -1, -2, -2, -2, -1]"
46,dfs_bnb_mpi,0.379878,-8,9,100094,"[-1, -1, 2, -1, 2, 2, -1, -2, -1, -2, 1, -2, 1, -2, -1, -1, 2, -1, 2]"
47,dfs_bnb_mpi,0.128201,-8,9,36455,"[-1, -2, 1, 1, 2, 2, 1, 2, 1, 1, 2, -1, -1, -1, -2, -1, -2, -1, 2]"
48,dfs_bnb_mpi,0.475262,-7,8,109359,"[-1, -1, 2, -1, 2, -1, -2, -1, -2, -2, 1, 2, 1, -2, 1, 1, 1, 1, 2]"
49,dfs_bnb_mpi,0.153147,-9,9,42603,"[-1, -2, 1, -2, 1, 2, 2, 2, 2, 1, -2, -2, 1, -2, -1, -2, -2, -1, -1]"
50,dfs_bnb_mpi,3.22038,-7,8,749136,"[-1, -1, 2, -1, 2, 2, 2, 1, 1, 1, -2, -1, -1, -2, 1, -2, 1, 2, 1]"
51,dfs_bnb_mpi,12.3507,-7,8,3087763,"[-1, -1, 2, 2, 2, 2, 2, 2, 2, 1, -2, 1, 1, -2, -2, -1, 2, -1, -2]"
52,dfs_bnb_mpi,1.1973,-9,10,349262,"[-1, -1, 2, -1, -1, -2, -2, -1, -2, 1, 1, -2, 1, 2, 1, 2, -1, -1, 2]"
53,dfs_bnb_mpi,1.19422,-7,8,268624,"[-1, -1, 2, 2, 2, 2, 2, 1, -2, 1, 1, -2, -1, -1, -2, -2, 1, 2, 1]"
54,dfs_bnb_mpi,13.539,-7,8,3036188,"[-1, -1, 2, -1, -1, -1, -2, -1, 2, -1, -2, -2, 1, 1, 1, 2, 1, -2, 1]"
55,dfs_bnb_mpi,1.41515,-8,9,320166,"[-1, -1, 2, 2, 2, 1, 2, 2, 1, -2, 1, -2, -1, -2, 1, -2, -1, -1, 2]"
56,dfs_bnb_mpi,0.025787,-8,9,6532,"[-1, -2, 1, 1, 2, 1, -2, -2, -1, -1, -2, -2, 1, 2, 1, 1, 2, 2, 2]"
57,dfs_bnb_mpi,1.74919,-8,9,434065,"[-1, -1, 2, 1, 2, 2, -1, -2, -1, -1, -2, 1, -2, -1, -2, 1, 1, -2, -1]"
58,dfs_bnb_mpi,1.3878,-8,9,391784,"[-1, -1, 2, 2, 1, -2, 1, 2, 2, 1, -2, 1, -2, -1, -2, -2, -1, -1, -1]"
59,dfs_bnb_mpi,3.4205,-7,8,1045288,"[-1, -2, -2, -1, 2, 2, 2, 1, 2, -1, 2, 2, -1, -2, -2, -2, -2, -2, -1]"
60,dfs_bnb_mpi,2.26984,-9,10,657736,"[-1, -2, -1, 2, -1, 2, 2, -1, 2, 1, 2, 1, 1, -2, -1, -2, 1, -2, -1]"
61,dfs_bnb_mpi,3.03746,-9,10,748824,"[-1, -2, -2, -1, -2, 1, -2, -2, 1, 2, 1, 1, 2, -1, -1, 2, 2, 1, -2]"
62,dfs_bnb_mpi,1.2524,-9,10,355267,"[-1, -2, -1, 2, -1, 2, 1, 2, 1, -2, 1, 2, 2, -1, 2, -1, -1, -2, 1]"
63,dfs_bnb_mpi,1.99747,-7,8,538768,"[-1, -1, 2, 2, -1, -2, -2, -1, -1, 2, 1, 2, 2, 1, 2, 1, -2, 1, -2]"
64,dfs_bnb_mpi,2.05356,-8,9,550156,"[-1, -2, -1, 2, 2, 1, 1, 2, 2, 1, -2, 1, -2, -1, -2, 1, -2, -1, -1]"
65,dfs_bnb_mpi,0.137507,-8,9,36258,"[-1, -1, 2, -1, 2, 1, 1, -2, 1, 2, 1, 2, 1, -2, -2, -1, -2, 1, 1]"
66,dfs_bnb_mpi,1.15947,-8,9,336975,"[-1, -1, 2, 2, 1, -2, 1, 2, 2, 1, 2, -1, 2, -1, -2, -2, -1, 2, 2]"
67,dfs_bnb_mpi,0.425778,-8,9,121412,"[-1, -1, 2, -1, 2, -1, 2, -1, 2, 2, 1, -2, 1, -2, 1, -2, 1, -2, 1]"
68,dfs_bnb_mpi,0.026012,-8,9,6654,"[-1, -2, 1, 1, 2, 2, -1, 2, 1, 1, -2, 1, -2, -1, -2, 1, 1, 2, 2]"
