protein_id,algorithm,time,score,checked,placed,hash
680,dfs_bnb_mpi,38.6271,-13,14,9689187,"[-1, -1, 2, 2, -1, -2, -1, 2, 2, 1, 2, 1, -2, 1, -2, 1, 2, 1, -2, 1, -2, -1, -1, -1]"
681,dfs_bnb_mpi,4.77212,-14,14,1254491,"[-1, -1, 2, 2, 2, 1, -2, -2, 1, 1, 2, -1, 2, 2, -1, 2, -1, -2, -1, -2, -1, -2, 1, -2]"
682,dfs_bnb_mpi,18.2779,-13,14,4662195,"[-1, -1, 2, -1, -2, -1, -2, 1, -2, 1, 2, 1, -2, 1, 2, 1, 1, 2, -1, 2, -1, -1, 2, -1]"
683,dfs_bnb_mpi,25.1646,-14,15,6472853,"[-1, -1, 2, -1, 2, 1, 2, 1, -2, 1, 2, 2, -1, -1, 2, 1, 1, 1, -2, -2, -2, -2, -1, -1]"
684,dfs_bnb_mpi,3.77409,-14,15,986294,"[-1, -1, 2, 1, 1, 2, 1, -2, -2, -2, -1, -1, -1, -2, 1, -2, -2, 1, 1, 2, -1, 2, 1, 1]"
685,dfs_bnb_mpi,15.6037,-13,14,3866319,"[-1, -1, 2, -1, 2, 1, 2, 1, -2, -2, 1, 1, -2, 1, 1, 2, -1, 2, 2, -1, -2, -1, 2, 2]"
686,dfs_bnb_mpi,94.216,-11,12,21116812,"[-1, -1, 2, 2, 2, 2, 1, 2, 2, 1, -2, 1, -2, -1, -2, -1, -2, -2, 1, 2, 1, 2, 1, 2]"
687,dfs_bnb_mpi,11.3484,-13,14,2862171,"[-1, -1, 2, 2, -1, -2, -1, 2, 2, 2, 1, -2, 1, 2, 1, 1, -2, -1, -2, -2, 1, 2, 1, 2]"
