protein_id,algorithm,time,score,checked,placed,hash
40,dfs_bnb_mpi,0.5302,-6,7,168809,"[-1, -1, 2, 1, 1, 2, 2, 1, -2, -2, 1, 1, -2, -1, -1, -2, -2, -1, 2]"
41,dfs_bnb_mpi,0.01241,-5,6,3633,"[-1, -1, 2, 2, -1, -2, -1, -2, 1, -2, 1, -2, -2, 1, 2, 2, 1, 1, 2]"
42,dfs_bnb_mpi,0.089779,-5,6,28400,"[-1, -1, 2, 2, 2, 2, 2, 1, 2, 1, -2, 1, -2, -1, -2, -2, -1, 2, 2]"
43,dfs_bnb_mpi,0.014543,-5,5,4079,"[-1, -1, 2, 2, -1, -2, -2, -2, 1, 1, 1, -2, -1, -2, -1, 2, -1, -1, 2]"
44,dfs_bnb_mpi,26.1859,-4,5,6304132,"[-1, -1, 2, 2, 2, 2, 2, 1, -2, 1, 1, -2, -2, -1, 2, -1, -2, -2, 1]"
45,dfs_bnb_mpi,0.45667,-5,6,142320,"[-1, -1, 2, 2, 1, 1, -2, 1, 2, 1, 2, 1, -2, -2, -1, -2, -2, -1, 2]"
46,dfs_bnb_mpi,0.012197,-4,5,3511,"[-1, -1, 2, 1, 2, 2, 1, -2, -2, 1, -2, -2, -1, -1, -1, -1, 2, 2, 2]"
47,dfs_bnb_mpi,0.055566,-5,6,16753,"[-1, -1, 2, 2, 2, 2, 1, 2, 2, -1, -2, -1, -2, -1, -2, 1, -2, -1, -1]"
