protein_id,algorithm,time,score,checked,placed,hash
432,dfs_bnb_mpi,249.428,-16,16,65606784,"[-1, -1, 2, -1, -2, -1, -1, 2, 1, 2, 1, 2, -1, 2, 2, 1, -2, 1, 1, -2, 1, 1, -2, -1, -2, -1, 2, -1, 2]"
433,dfs_bnb_mpi,159.467,-16,17,38764944,"[-1, -1, 2, 1, 1, 2, 1, 1, -2, -1, -2, -2, -1, -1, -1, -2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, -1, 2, -1]"
434,dfs_bnb_mpi,139.385,-16,17,35890343,"[-1, -1, 2, 1, 2, 1, 2, -1, -1, -2, -1, -1, 2, 1, 2, 2, 1, -2, 1, 1, 2, 1, -2, -2, 1, -2, -1, -2, -1]"
435,dfs_bnb_mpi,964.333,-15,16,268887616,"[-1, -1, 2, 1, 1, 2, 2, 2, -1, -2, -2, -1, 2, -1, 2, 1, 2, 1, 2, -1, -1, -2, -1, -2, -2, -2, -2, 1, 2]"
436,dfs_bnb_mpi,152.087,-16,17,39097800,"[-1, -1, 2, 2, 1, -2, 1, 1, -2, -2, 1, -2, 1, -2, -1, -1, 2, -1, 2, -1, -1, -1, 2, -1, 2, 1, 2, -1, 2]"
437,dfs_bnb_mpi,39.3095,-15,16,9865755,"[-1, -1, 2, 2, -1, 2, -1, -2, -2, 1, -2, -2, 1, -2, -1, -1, -1, 2, 1, 2, -1, 2, 2, -1, -1, 2, 1, 1, 2]"
438,dfs_bnb_mpi,1113.07,-16,17,257475000,"[-1, -2, 1, 1, 2, 2, 1, -2, 1, 2, 2, 1, -2, -2, 1, -2, -1, -2, -1, 2, -1, -2, -2, -1, -1, -1, 2, 1, 1]"
439,dfs_bnb_mpi,114.736,-16,17,28007101,"[-1, -1, 2, 2, 1, -2, 1, 2, 2, -1, 2, -1, -2, -1, -2, -2, -1, -2, 1, -2, 1, 1, -2, -1, -1, -1, -1, 2, 1]"
