protein_id,algorithm,time,score,checked,placed,hash
528,dfs_bnb_mpi,9.05628,-15,16,2231771,"[-1, -1, 2, 1, 2, 2, 2, 1, 1, -2, -1, -2, -2, 1, 2, 1, 2, 2, 1, -2, -2, 1, -2, -1, -1, -2, -1, -2, 1]"
529,dfs_bnb_mpi,592.487,-15,16,158110707,"[-1, -1, 2, 2, 1, -2, 1, 2, 1, -2, -2, 1, 2, 2, 1, -2, 1, -2, -1, -2, -1, -2, -1, 2, -1, -1, -2, 1, -2]"
530,dfs_bnb_mpi,597.024,-15,16,157563824,"[-1, -1, 2, 2, 1, -2, 1, 2, 1, 2, 2, 1, -2, -2, 1, 2, 2, 1, 2, -1, -1, 2, -1, -2, -1, -2, -1, -2, 1]"
531,dfs_bnb_mpi,1696.02,-15,16,446623926,"[-1, -2, 1, 1, 2, 2, 1, -2, 1, 1, -2, -2, -2, -1, 2, 2, -1, -2, -2, -2, -1, 2, 2, -1, -1, -2, 1, -2, -1]"
532,dfs_bnb_mpi,8273.44,-15,16,1914555091,"[-1, -1, 2, 2, 2, -1, 2, -1, -2, -1, 2, -1, -2, -1, -2, -2, -2, 1, 1, 2, -1, 2, 1, 1, 1, -2, -1, -2, 1]"
533,dfs_bnb_mpi,182.829,-17,18,47465542,"[-1, -2, -1, 2, 2, 1, 2, 1, -2, 1, 1, -2, -1, -2, 1, 1, -2, -2, -1, 2, -1, -2, -1, -2, -1, 2, 2, 1, 2]"
534,dfs_bnb_mpi,237.731,-16,17,59295784,"[-1, -2, 1, 1, 2, 2, -1, 2, 1, 2, 2, 1, -2, -2, 1, -2, -1, -2, 1, -2, -1, -2, -2, -1, -2, -1, 2, 2, 1]"
535,dfs_bnb_mpi,599.733,-15,15,144653795,"[-1, -1, 2, 2, -1, -1, -1, -1, -2, 1, 1, 1, -2, -1, -1, -1, -1, -2, 1, 1, -2, 1, -2, 1, 2, 1, 2, -1, -1]"
