protein_id,algorithm,time,score,checked,placed,hash
192,dfs_bnb_mpi,827.714,-19,20,183294168,"[-1, -1, 2, 2, 2, -1, -2, -1, -2, 1, -2, -2, 1, 1, 1, 1, 2, 2, 2, 2, -1, -2, -2, -1, 2, 2, 2, 1, 1]"
193,dfs_bnb_mpi,1236.5,-18,19,276044838,"[-1, -1, 2, 2, 2, 2, 2, 2, 1, -2, -2, -2, -2, -2, 1, 1, 1, 2, -1, -1, 2, 2, 2, 1, 1, -2, -1, -2, 1]"
194,dfs_bnb_mpi,592.416,-18,19,148450758,"[-1, -1, 2, 1, 2, 2, 2, 2, -1, -2, -1, -2, 1, -2, -1, -2, -2, -1, 2, -1, 2, 1, 2, -1, 2, 1, 2, 1, 2]"
195,dfs_bnb_mpi,590.615,-19,20,141228659,"[-1, -1, 2, 1, 1, 2, -1, -1, 2, 1, 2, -1, 2, 1, 1, -2, -2, 1, 2, 2, 1, -2, -2, -2, -1, -2, 1, -2, -1]"
196,dfs_bnb_mpi,4198.74,-18,19,923862155,"[-1, -1, 2, -1, 2, 2, -1, -1, -1, -2, -2, 1, -2, -1, -2, 1, 1, -2, 1, 1, 1, 2, -1, -1, 2, -1, 2, 2, -1]"
197,dfs_bnb_mpi,5823.7,-17,18,1314057992,"[-1, -1, 2, 2, 2, 2, 2, 2, 1, -2, 1, 2, 1, -2, 1, -2, -1, -2, 1, -2, -1, -1, 2, 2, -1, -2, -2, -2, 1]"
198,dfs_bnb_mpi,1256.38,-17,18,278176666,"[-1, -1, 2, 2, 2, 2, 1, 2, 1, 2, 1, -2, -2, -1, -2, -1, -2, -2, 1, 2, 1, 2, 1, -2, -2, -1, -2, 1, 1]"
199,dfs_bnb_mpi,185.668,-19,20,44679979,"[-1, -1, 2, 1, 2, 1, -2, 1, 1, 1, -2, -1, -1, -2, -1, -1, -1, -1, 2, 2, 2, 1, 2, 1, 1, 1, 1, -2, -1]"
