protein_id,algorithm,time,score,checked,placed,hash
0,dfs_bnb_mpi,8.85039,-8,9,2585037,"[-1, -1, 2, 2, 2, 2, 1, 2, -1, -1, -2, -2, -1, 2, -1, -1, 2, 2, 1, -2, 1, 2, 1, 2, 2, 1, -2, -2, 1]"
1,dfs_bnb_mpi,4659.3,-10,11,1140361384,"[-1, -1, 2, 2, 2, 2, 1, 2, -1, 2, 2, 2, -1, 2, 2, -1, -2, -1, -2, 1, -2, 1, -2, -2, -2, -1, 2, 2, -1]"
2,dfs_bnb_mpi,481.925,-10,11,110084529,"[-1, -1, 2, 2, 2, 2, 1, 2, 1, 1, 2, -1, -1, 2, 2, -1, -2, -2, -2, -1, 2, 2, -1, -2, -1, -2, 1, -2, 1]"
3,dfs_bnb_mpi,150.597,-15,16,34855010,"[-1, -2, 1, 1, 2, 1, -2, -2, -2, 1, 1, -2, -1, -1, -2, -1, 2, 2, 2, -1, -1, -1, -2, -2, 1, 2, 1, -2, -2]"
4,dfs_bnb_mpi,123.852,-12,13,29714695,"[-1, -1, 2, 2, 2, 2, 2, 1, 2, 2, 2, -1, -2, -2, -1, -2, -2, -2, -2, -1, 2, 2, 2, -1, 2, 1, 2, 1, 2]"
5,dfs_bnb_mpi,843.245,-12,13,186442227,"[-1, -1, 2, 1, 1, 2, 1, -2, 1, 2, 1, -2, -2, -2, 1, -2, -1, -1, 2, 2, -1, -2, -1, -1, -2, 1, 1, -2, 1]"
6,dfs_bnb_mpi,10919.5,-12,13,3180989860,"[-1, -2, 1, -2, -2, 1, 2, 2, 2, 2, -1, 2, 1, 2, 2, 1, -2, -2, 1, -2, 1, 1, -2, -1, -1, -2, -1, 2, 2]"
7,dfs_bnb_mpi,35.4911,-14,15,9780473,"[-1, -1, 2, 1, 2, 2, -1, -2, -1, -2, -1, -2, 1, -2, 1, 1, -2, -1, -1, -2, 1, 1, 1, 2, 2, 1, 2, 2, -1]"
8,dfs_bnb_mpi,5.11441,-12,13,1521284,"[-1, -1, 2, 1, 2, 1, -2, 1, 1, 2, -1, 2, -1, -1, 2, 1, 2, 2, 1, -2, 1, 2, 1, -2, -2, -2, -1, 2, -1]"
9,dfs_bnb_mpi,786.251,-14,15,176743858,"[-1, -1, 2, 1, 1, 2, 1, 2, -1, 2, -1, 2, -1, -2, -1, -2, 1, 1, -2, -1, -1, -1, 2, -1, -2, -2, 1, 1, -2]"
10,dfs_bnb_mpi,3083.51,-13,14,766834751,"[-1, -1, -1, 2, 1, 1, 1, 2, 1, 2, -1, 2, 2, -1, 2, -1, -2, -1, -2, -1, -2, 1, -2, 1, 2, 2, 1, -2, -2]"
11,dfs_bnb_mpi,26.0197,-11,11,5910781,"[-1, -1, 2, 2, 2, 2, 2, 2, 1, 2, -1, 2, -1, -2, -2, -2, -2, -1, -2, -1, 2, 2, 1, 2, -1, 2, 1, 2, 2]"
12,dfs_bnb_mpi,1168.64,-11,12,349360129,"[-1, -2, 1, 1, 1, -2, -1, -1, -2, -1, 2, -1, -1, 2, 2, 2, 2, 2, 1, -2, 1, 2, 1, -2, -2, -1, -1, -2, -2]"
13,dfs_bnb_mpi,3651.9,-6,7,946578533,"[-1, -1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, -2, -1, -2, 1, 1, 2, 1, 2, -1, 2, -1, -1, -1, -1, -2, -2, -1]"
14,dfs_bnb_mpi,120.154,-16,16,30445141,"[-1, -2, 1, -2, -2, 1, 1, 1, 2, -1, -1, 2, 2, 2, 1, -2, -2, 1, 2, 2, 1, -2, 1, 1, -2, -1, -1, -2, 1]"
15,dfs_bnb_mpi,28.3863,-15,16,7637432,"[-1, -2, 1, 1, 1, -2, -1, -1, -1, -2, -1, -2, 1, -2, 1, 2, 2, 1, -2, 1, 2, 1, 2, 2, 2, -1, -1, 2, -1]"
16,dfs_bnb_mpi,1486.7,-14,15,374621522,"[-1, -1, 2, 1, 2, -1, 2, -1, -2, -2, -1, 2, -1, -2, -1, 2, -1, 2, 1, 2, 1, -2, 1, 2, 2, 1, 1, -2, -1]"
17,dfs_bnb_mpi,314.348,-10,11,77996046,"[-1, -2, 1, 1, 2, 1, 2, 2, 2, 1, -2, -2, -2, 1, -2, 1, -2, -1, -1, 2, -1, -2, -2, -2, -1, 2, 2, -1, -1]"
18,dfs_bnb_mpi,6130.01,-11,12,1578463245,"[-1, -2, 1, 1, 1, 2, -1, 2, 2, -1, -2, -1, 2, -1, -1, -2, -1, -2, -2, 1, 2, 1, -2, -2, 1, -2, -1, -1, 2]"
19,dfs_bnb_mpi,799.596,-12,13,193779564,"[-1, -1, 2, 1, 2, -1, 2, -1, -2, -1, -1, 2, 2, -1, -2, -2, -1, -2, -2, 1, 2, 1, -2, -2, 1, 2, 2, 1, -2]"
20,dfs_bnb_mpi,41.102,-9,10,12308559,"[-1, -1, 2, 1, 1, 2, -1, -1, 2, 1, 2, 1, -2, 1, -2, -2, 1, 1, -2, -1, -1, -2, 1, 1, -2, -1, -1, -1, 2]"
21,dfs_bnb_mpi,269.167,-8,8,63780438,"[-1, -1, 2, 1, 1, 2, 2, -1, -2, -1, 2, 2, 2, -1, -2, -2, -2, -2, -2, -2, -1, -1, 2, 1, 2, -1, 2, 1, 2]"
