protein_id,algorithm,time,score,checked,placed,hash
19266,dfs_bnb_mpi,46.2429,-7,8,13588738,"[-1, -1, 2, 2, 2, 2, -1, -2, -2, -2, -1, 2, -1, -2, -2, -2, 1, 2, 1, -2, -2, 1, 2, 1, 1, 1, 2, 2, 2]"
19267,dfs_bnb_mpi,43.5102,-11,12,13024922,"[-1, -2, -1, -2, -1, 2, 2, 1, 2, 1, 1, 1, 2, -1, -1, -1, -1, -1, -2, -2, -2, -1, -1, -2, 1, 1, -2, 1, 1]"
19265,dfs_bnb_mpi,2074.67,-13,13,565005678,"[-1, -1, 2, 2, -1, -1, -1, -2, -2, -2, -1, 2, 2, 2, -1, -2, -1, -2, 1, -2, -2, 1, 1, 1, 2, 2, 2, 1, -2]"
19268,dfs_bnb_mpi,596.63,-6,7,156546448,"[-1, -1, 2, 2, 2, 2, -1, -1, 2, -1, -2, -1, -2, 1, -2, -2, -2, 1, 2, 2, 2, 1, -2, -2, -2, -2, 1, 1, 1]"
19269,dfs_bnb_mpi,650.381,-14,15,163416799,"[-1, -1, 2, 2, 2, 2, 1, -2, 1, 2, 1, -2, 1, 2, 2, 1, -2, -2, -2, -2, -1, 2, -1, -1, -1, -2, 1, 1, -2]"
19270,dfs_bnb_mpi,1.12658,-12,13,253817,"[-1, -1, -1, 2, 1, 2, 2, 1, 1, 1, -2, -1, -1, -2, 1, 1, -2, 1, 2, 1, 2, -1, 2, 2, 2, 2, 2, 2, 2]"
19271,dfs_bnb_mpi,346.185,-15,16,87380693,"[-1, -2, 1, 1, 2, 2, -1, 2, 2, 2, -1, -2, -1, 2, -1, -2, -2, 1, 1, -2, -1, -2, -2, -1, 2, 2, -1, 2, 2]"
19272,dfs_bnb_mpi,5.38069,-12,13,1516352,"[-1, -2, 1, 1, 2, 2, 1, -2, -2, 1, -2, -1, -1, -2, -1, 2, -1, -2, -2, 1, 1, -2, 1, 1, 2, -1, 2, 1, 1]"
19273,dfs_bnb_mpi,1281.01,-15,16,298767379,"[-1, -1, 2, 2, -1, -2, -2, -1, -2, -1, -2, -2, -1, -1, 2, 1, 2, -1, 2, 1, 1, 2, -1, 2, 1, 2, 1, -2, -2]"
19274,dfs_bnb_mpi,2623.3,-9,10,706839543,"[-1, -1, 2, -1, -2, -1, 2, -1, 2, -1, -2, -1, 2, 2, -1, -2, -2, -2, 1, 1, 1, -2, -2, 1, 2, 1, -2, 1, 2]"
19275,dfs_bnb_mpi,102.912,-12,13,26277697,"[-1, -1, 2, 1, 2, 1, -2, 1, 2, 1, 2, 2, 2, 1, 1, -2, -1, -2, 1, 1, -2, -1, -1, -2, -1, -2, -2, -1, 2]"
19276,dfs_bnb_mpi,12765.9,-9,10,2945029898,"[-1, -1, 2, 2, 2, 1, -2, -2, 1, 1, 2, -1, 2, 2, -1, -1, -1, -2, -1, -1, -2, 1, 1, -2, -1, -2, -2, 1, 2]"
19277,dfs_bnb_mpi,33.7278,-12,13,9244992,"[-1, -1, 2, 1, 2, -1, 2, -1, -2, -1, 2, -1, 2, 1, 2, 1, -2, 1, 2, 1, -2, -2, 1, -2, 1, 1, -2, -1, -1]"
19278,dfs_bnb_mpi,22.3722,-10,11,6740910,"[-1, -1, 2, -1, 2, 1, 2, 1, -2, -2, 1, 2, 2, 2, 1, 2, 2, 1, -2, 1, 1, -2, -1, -1, -2, -1, -2, 1, 1]"
19279,dfs_bnb_mpi,63.8318,-10,10,18578492,"[-1, -1, 2, 1, 2, 1, -2, 1, -2, -2, -1, -2, -1, 2, -1, -2, -1, -1, 2, 1, 2, 2, -1, -2, -1, -1, -2, 1, -2]"
19280,dfs_bnb_mpi,61153.8,-10,11,14287403186,"[-1, -1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1, -2, -2, 1, -2, -1, -2, 1, -2, -1, -1, 2, 2, -1, 2, 1, 2]"
19281,dfs_bnb_mpi,679.298,-10,11,200091039,"[-1, -2, -1, 2, 2, 2, 2, 1, -2, -2, 1, 2, 2, 1, -2, 1, 2, 1, -2, -2, -1, -1, -2, 1, -2, -1, -1, -2, 1]"
19282,dfs_bnb_mpi,401.08,-10,11,116795916,"[-1, -1, 2, 2, 2, 2, -1, 2, -1, -2, -1, -2, 1, 1, -2, -1, -1, -1, -2, 1, 1, 1, -2, -2, -2, -1, 2, 2, -1]"
19283,dfs_bnb_mpi,34.6434,-13,14,9113190,"[-1, -2, -1, -2, -2, 1, 2, 1, 2, 1, 2, 1, 2, -1, 2, -1, -2, -1, 2, 2, 2, 1, -2, 1, 2, 1, -2, -2, 1]"
19284,dfs_bnb_mpi,35.5594,-10,11,9969402,"[-1, -1, 2, 2, -1, -1, -1, -2, -2, 1, 2, 1, -2, -2, -1, -2, 1, -2, 1, 1, 2, -1, 2, 1, 1, 1, 2, 2, 2]"
19285,dfs_bnb_mpi,677.385,-16,17,155322572,"[-1, -1, -1, 2, 2, 2, -1, 2, 1, 2, 2, 1, -2, -2, 1, 1, 1, -2, -1, -1, -1, -2, 1, 1, 1, -2, -1, -1, -1]"
19286,dfs_bnb_mpi,943.512,-9,9,283990883,"[-1, -1, 2, 2, -1, 2, -1, -2, -2, 1, -2, -2, 1, 1, -2, 1, 2, 1, 2, 2, -1, -1, 2, 1, 2, -1, 2, -1, -2]"
19287,dfs_bnb_mpi,127.14,-14,15,29836055,"[-1, -2, 1, 1, 2, 1, 2, 2, 1, -2, 1, 1, -2, -1, -1, -2, -1, -2, 1, -2, -1, -1, 2, -1, -2, -1, -1, 2, 1]"
19288,dfs_bnb_mpi,2578.51,-10,11,665826047,"[-1, -1, 2, 2, 2, 2, 2, -1, -2, -2, -1, -2, 1, -2, -2, -1, -2, 1, 1, 1, -2, 1, 2, 1, 2, 2, -1, -1, 2]"
19289,dfs_bnb_mpi,32193.3,-8,9,9704046482,"[-1, -1, 2, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1, -2, -2, -2, -2, 1, -2, -1, -2, 1, -2, -1, -1, 2, 2, -1, -2]"
19290,dfs_bnb_mpi,192.26,-11,12,45407731,"[-1, -2, 1, 1, -2, -1, -1, -2, -1, -2, -1, 2, -1, -1, 2, 2, 1, -2, 1, 1, 2, -1, 2, 1, 2, 2, 1, -2, 1]"
19291,dfs_bnb_mpi,1556.12,-13,14,399291827,"[-1, -1, 2, 2, 1, -2, 1, 2, 2, 1, 2, 2, 1, -2, 1, 1, -2, -1, -1, -2, 1, -2, -1, -2, -2, -1, 2, 2, 2]"
19292,dfs_bnb_mpi,2172.34,-10,11,575854472,"[-1, -1, 2, 2, 2, 1, 2, -1, 2, 1, 1, -2, 1, 2, 2, 2, -1, -2, -1, 2, -1, -2, -1, -2, -2, -1, -2, 1, -2]"
19293,dfs_bnb_mpi,21170,-11,12,6131179725,"[-1, -1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 1, -2, 1, -2, -2, -1, -2, -1, -2, -2, -1, 2, 2, 2, 1, 2, 1]"
