protein_id,algorithm,time,score,checked,placed,hash
0,dfs_bnb_mpi,322.689,-10,11,93149105,"[-1, -1, 2, 2, 2, 1, 2, 1, 1, -2, 1, -2, 1, -2, -1, -2, 1, 1, -2, -1, -1, -1, 2, 2, -1, -1, 2, 1, 1]"
1,dfs_bnb_mpi,39.7058,-11,11,9927607,"[-1, -1, 2, 2, 2, 1, -2, -2, 1, 1, 2, -1, 2, 1, 2, -1, -1, -1, 2, 1, 1, 1, 2, 1, -2, 1, -2, -1, -2]"
2,dfs_bnb_mpi,4.20767,-10,11,1200555,"[-1, -1, 2, 2, -1, -2, -2, -1, 2, 2, -1, -1, 2, -1, 2, 1, 1, -2, 1, 2, 1, -2, 1, 1, -2, -2, 1, 2, 2]"
3,dfs_bnb_mpi,111.044,-9,10,32395208,"[-1, -1, 2, 2, 1, -2, 1, 2, 2, -1, -1, -1, -2, -1, -2, 1, -2, -1, -2, 1, 1, 1, -2, 1, 2, 1, 1, 2, -1]"
4,dfs_bnb_mpi,4.90464,-10,10,1377882,"[-1, -2, -1, -2, 1, 1, 2, 1, 2, 1, -2, -2, -1, -2, -1, -1, -1, -1, -2, 1, 1, -2, -1, -2, 1, 1, 2, 2, 1]"
5,dfs_bnb_mpi,199.82,-10,11,58112177,"[-1, -1, 2, 2, 2, -1, -1, -2, 1, -2, -2, -1, -2, -1, -2, 1, -2, 1, -2, 1, 1, 2, -1, 2, -1, 2, 1, 1, 1]"
6,dfs_bnb_mpi,945.377,-10,11,276085586,"[-1, -1, 2, 2, 1, -2, 1, 2, 2, 2, -1, -1, -2, -1, 2, -1, -1, -2, 1, -2, -1, -1, -1, -2, 1, 1, 1, 1, 2]"
7,dfs_bnb_mpi,887.37,-11,12,222813082,"[-1, -1, 2, 1, 1, 2, 2, 2, 1, -2, -2, -2, 1, -2, -1, -2, -1, -2, -1, 2, -1, -2, -1, 2, -1, 2, 2, 1, -2]"
223,dfs_bnb_mpi,99011.1,-9,9,21904949954,"[-1, -1, 2, 2, 2, 2, 1, -2, 1, 2, 2, 2, 2, 2, 2, 2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -1, -1, -2, 1]"
8,dfs_bnb_mpi,103.101,-10,11,23471829,"[-1, -1, 2, 1, 1, 1, 1, 2, 2, 2, -1, -2, -2, -1, 2, -1, -2, -1, -1, -2, -1, 2, -1, 2, 1, 2, 1, -2, 1]"
9,dfs_bnb_mpi,10.0965,-11,11,2673615,"[-1, -1, 2, -1, -2, -2, 1, 1, 1, -2, 1, -2, -1, -2, -1, 2, 2, -1, -1, -1, -1, -2, 1, 1, 1, -2, -1, -1, -1]"
10,dfs_bnb_mpi,760.38,-11,11,202268835,"[-1, -2, -1, 2, 2, 2, 1, 1, -2, 1, 2, 2, 2, 1, -2, -2, -2, -2, -1, -2, -1, -2, -1, -1, -2, 1, -2, 1, 2]"
11,dfs_bnb_mpi,100.084,-10,11,25013792,"[-1, -1, 2, 2, 2, 2, 1, 2, -1, -1, 2, -1, -2, -2, 1, -2, -2, -1, 2, -1, 2, 2, -1, 2, -1, -2, -2, 1, -2]"
12,dfs_bnb_mpi,2373.26,-10,11,618065262,"[-1, -1, 2, 1, 1, 2, -1, 2, 2, 1, -2, 1, 2, 1, -2, -2, -1, -2, 1, -2, 1, 2, 1, -2, -2, -1, -1, -1, 2]"
13,dfs_bnb_mpi,56492.1,-7,8,16471313292,"[-1, -1, 2, 2, 2, 2, 1, -2, -2, -2, 1, 2, 1, -2, -2, -2, -1, -1, -1, -2, -1, 2, -1, -1, 2, 1, 2, 1, -2]"
14,dfs_bnb_mpi,10330,-10,11,2983091410,"[-1, -1, 2, -1, 2, -1, -2, -2, 1, -2, 1, 1, 1, 1, 2, 1, 2, -1, 2, -1, 2, -1, 2, -1, -2, -2, 1, -2, 1]"
15,dfs_bnb_mpi,15.0046,-10,11,3614796,"[-1, -1, 2, 2, -1, -1, -1, -1, -2, 1, 1, 1, -2, -2, -2, -1, 2, 2, -1, -2, -1, 2, -1, -2, -2, 1, 1, -2, 1]"
16,dfs_bnb_mpi,7.74994,-10,10,1747759,"[-1, -2, -1, 2, -1, 2, 2, 1, -2, 1, 1, 1, 2, 2, -1, -2, -1, 2, -1, 2, 1, 2, 2, 1, -2, -2, 1, 2, 2]"
17,dfs_bnb_mpi,314.07,-10,11,91380192,"[-1, -1, 2, 1, 1, 1, 2, -1, 2, 2, -1, -2, -2, -1, 2, 2, 2, -1, 2, 1, 2, 1, -2, -2, 1, 1, 2, -1, 2]"
18,dfs_bnb_mpi,1044.16,-10,11,282172068,"[-1, -1, 2, 2, 1, -2, 1, 2, 2, 2, 1, -2, -2, -2, 1, 1, -2, -1, -1, -2, -1, -1, -1, -2, 1, -2, 1, 2, 1]"
19,dfs_bnb_mpi,13.3376,-11,12,3947447,"[-1, -1, -1, 2, 2, 1, -2, 1, 1, 2, -1, 2, -1, 2, -1, -2, -1, -2, -1, -2, -1, 2, -1, -2, -2, 1, 1, 1, 2]"
20,dfs_bnb_mpi,376.746,-10,11,98841769,"[-1, -2, 1, 1, 2, 2, -1, 2, 2, 2, -1, -2, -2, -2, -1, -1, 2, 1, 2, -1, -1, -2, -1, -2, 1, -2, 1, 1, -2]"
21,dfs_bnb_mpi,21.7348,-10,11,6509900,"[-1, -1, -1, 2, 1, 2, -1, -1, -2, -1, 2, -1, 2, 1, 2, 2, 2, 2, 1, -2, -2, -2, -2, 1, 1, 1, -2, -2, 1]"
22,dfs_bnb_mpi,1.31391,-11,12,373518,"[-1, -2, 1, 1, 2, 2, -1, -1, 2, -1, 2, -1, -1, -2, 1, -2, 1, -2, -1, -2, 1, -2, -1, -2, 1, 1, 2, 1, 1]"
23,dfs_bnb_mpi,13.9498,-11,12,3848655,"[-1, -1, -1, 2, 1, 2, -1, 2, 2, 1, -2, 1, -2, -2, 1, 2, 2, 1, -2, 1, -2, -1, -2, 1, 1, -2, -1, -1, -1]"
24,dfs_bnb_mpi,37.3101,-9,10,11019631,"[-1, -1, 2, 1, 2, 2, 2, 2, 1, -2, -2, -2, -2, 1, 2, 2, 2, 2, 1, -2, -2, -2, -2, -2, -1, -2, -1, -1, -1]"
25,dfs_bnb_mpi,5.50661,-11,12,1477407,"[-1, -2, -1, -2, 1, -2, 1, 2, 2, 1, 2, 2, 2, -1, -2, -1, -1, -2, -1, 2, -1, -2, -1, -2, 1, 1, -2, -1, -1]"
26,dfs_bnb_mpi,12479.6,-10,11,3046828010,"[-1, -1, 2, 2, 2, -1, -2, -2, -2, -2, 1, 1, 1, -2, 1, 2, 2, 1, 2, -1, 2, 2, -1, -2, -2, -1, 2, 2, 2]"
27,dfs_bnb_mpi,401.282,-11,12,100445248,"[-1, -2, 1, 1, 2, 2, 1, -2, 1, -2, -1, -2, 1, 1, -2, -1, -1, -1, 2, -1, -1, -1, 2, -1, -2, -2, 1, 1, 1]"
28,dfs_bnb_mpi,168.807,-9,10,40649729,"[-1, -1, 2, 1, 2, -1, -1, -2, -2, -1, -2, -2, -1, -2, 1, 1, 1, 2, -1, 2, 1, 1, -2, 1, 2, 1, 2, 2, 2]"
29,dfs_bnb_mpi,943.542,-11,12,280993324,"[-1, -2, 1, 1, 2, 1, 1, -2, -2, 1, 2, 2, 2, 1, -2, -2, -2, -2, -1, -1, -2, -1, 2, -1, -1, 2, 1, 1, 2]"
30,dfs_bnb_mpi,3455.36,-8,8,813252452,"[-1, -1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, -2, 1, 2, 2, 2, -1, -2, -1, -1, -2, -1, -1, -2, 1, -2, 1, 2]"
31,dfs_bnb_mpi,5.28958,-8,8,1492015,"[-1, -1, 2, 2, 1, -2, 1, 1, 1, 2, -1, -1, 2, -1, -1, -1, -2, -2, -2, -2, 1, 1, 1, 1, 2, 1, 1, 2, 2]"
32,dfs_bnb_mpi,198.6,-9,10,53729507,"[-1, -1, 2, -1, -1, -2, 1, -2, 1, 1, -2, -1, -1, -1, 2, -1, -1, -1, 2, 2, 1, -2, 1, 2, 2, 2, 2, 2, 2]"
33,dfs_bnb_mpi,234.507,-9,9,59793675,"[-1, -1, 2, -1, -1, -1, -2, 1, 1, -2, -1, -1, -1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 1, -2, -2, -2, 1, 2, 2]"
34,dfs_bnb_mpi,32937.5,-11,12,8244862829,"[-1, -1, 2, 2, 2, -1, -2, -2, -2, -1, -1, -2, -1, -2, 1, -2, 1, -2, 1, 2, 1, 1, 2, -1, 2, -1, -1, -2, 1]"
35,dfs_bnb_mpi,279.254,-11,12,83100082,"[-1, -2, 1, 1, 2, 1, 1, -2, -1, -2, -1, -1, -1, -2, -1, 2, -1, -1, 2, 1, 1, 2, 2, 1, 2, 1, -2, 1, 2]"
36,dfs_bnb_mpi,4148.12,-10,10,1065801216,"[-1, -1, 2, 2, 2, 2, -1, -2, -2, -2, -2, -2, -2, -1, 2, -1, -2, -1, 2, -1, 2, 1, 1, 1, 2, 2, -1, -2, -1]"
37,dfs_bnb_mpi,128.692,-10,11,31289390,"[-1, -2, 1, -2, 1, 2, 2, 2, -1, 2, 1, 1, -2, -2, -2, -2, 1, 2, 2, 2, 1, 2, 1, -2, -2, -1, -2, 1, 1]"
38,dfs_bnb_mpi,8571.41,-8,9,2192076572,"[-1, -1, 2, 2, 2, 2, 2, 2, 1, -2, -2, -2, 1, 1, 1, 2, 1, 2, -1, -1, -2, -1, 2, 2, 2, 2, 1, -2, -2]"
39,dfs_bnb_mpi,593.483,-10,11,148038085,"[-1, -1, 2, 1, 2, 2, 1, -2, -2, 1, 1, 1, -2, 1, 1, -2, -1, -1, -2, -1, 2, 2, -1, -2, -2, -1, 2, -1, -1]"
40,dfs_bnb_mpi,34.1463,-8,9,9485609,"[-1, -1, 2, 2, 2, 2, 1, -2, -2, -2, 1, 2, 1, 2, 1, -2, -2, -1, -2, -2, -1, -1, -2, 1, 1, 1, 2, 2, 1]"
41,dfs_bnb_mpi,23246.8,-10,10,6491418141,"[-1, -1, 2, 2, 2, 2, 2, 1, 2, 1, -2, -2, -1, -2, 1, 1, -2, -1, -2, 1, -2, -2, 1, 2, 1, 2, 2, -1, -2]"
42,dfs_bnb_mpi,270.228,-8,9,69174860,"[-1, -1, 2, 2, 2, 2, 2, 2, 2, 1, -2, 1, 1, -2, -1, -1, -2, -2, 1, 2, 1, 1, -2, -1, -2, -2, -1, 2, -1]"
43,dfs_bnb_mpi,3023.76,-11,12,877634048,"[-1, -1, 2, 1, 1, 1, -2, 1, 1, 1, 2, -1, 2, 1, 2, -1, -1, 2, -1, -2, -1, 2, -1, -2, -2, 1, 1, 1, -2]"
44,dfs_bnb_mpi,452.3,-8,9,126174428,"[-1, -1, 2, 2, 2, 2, -1, -1, -2, -1, -2, -2, 1, 2, 1, -2, -2, -1, -1, -2, 1, -2, 1, 2, 1, 1, 1, 1, 2]"
45,dfs_bnb_mpi,38369.2,-7,8,11362709354,"[-1, -1, 2, 2, 2, 2, 2, 2, 1, -2, 1, 2, 2, 2, -1, -2, -1, 2, 2, -1, -2, -2, -1, -1, -2, 1, -2, 1, 2]"
46,dfs_bnb_mpi,22697.2,-6,7,6374751304,"[-1, -1, 2, 2, 2, 2, 2, 1, -2, -2, 1, 2, 2, 1, 2, 2, -1, -2, -1, -1, 2, -1, -1, -2, 1, -2, -2, -2, -1]"
47,dfs_bnb_mpi,75.4044,-8,9,21916492,"[-1, -1, 2, 2, 2, 2, 2, 1, 2, 1, -2, 1, 2, 2, 1, 2, 1, -2, -2, -1, -2, 1, -2, -1, -1, -1, -1, -2, 1]"
