protein_id,algorithm,time,score,checked,placed,hash
496,dfs_bnb_mpi,19.0864,-10,11,4693145,"[-1, -1, 2, -1, 2, 2, 2, -1, -1, -2, -2, 1, -2, -2, 1, -2, 1, 1, -2, -1, -1, -1, 2, -1, 2, 2, -1, 2, 2]"
497,dfs_bnb_mpi,53.2595,-10,11,15468013,"[-1, -1, 2, 2, 2, -1, -2, -1, -1, -2, -1, -2, 1, -2, -2, 1, 2, 2, 2, 1, -2, -2, -2, -2, -1, -1, -1, 2, 2]"
498,dfs_bnb_mpi,238.17,-10,11,67278785,"[-1, -1, 2, -1, 2, -1, -2, -1, -1, -2, -1, -2, 1, -2, 1, 2, 1, -2, -2, -1, -2, 1, 1, 2, 2, 2, 2, -1, -1]"
499,dfs_bnb_mpi,26.4837,-11,12,7332210,"[-1, -1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, -2, -1, -2, 1, -2, -1, -2, -1, 2, 2, -1, -2, -2, -1, -2, 1]"
500,dfs_bnb_mpi,20809.2,-10,11,4913944232,"[-1, -1, 2, 2, 1, 1, 1, 1, 2, 1, -2, -2, -1, -2, -2, -2, -1, -1, -2, -1, -1, 2, 1, 2, 1, 1, 2, 2, -1]"
501,dfs_bnb_mpi,665.109,-6,7,161690001,"[-1, -1, 2, 2, 2, 2, 2, 2, 2, 2, 1, -2, 1, 2, 2, 1, -2, -2, -2, 1, -2, -1, -1, 2, -1, -2, -2, 1, 1]"
502,dfs_bnb_mpi,484.887,-10,10,139705969,"[-1, -1, 2, 2, 2, 2, 2, 1, 2, -1, 2, 1, 1, 2, 2, 1, -2, 1, -2, -1, -2, -1, -2, 1, -2, -1, -2, -1, 2]"
503,dfs_bnb_mpi,12712.8,-9,10,2917984727,"[-1, -1, 2, 2, 1, 2, -1, -1, 2, 2, -1, -2, -2, -2, -2, -1, 2, -1, -2, -1, -2, 1, 1, -2, 1, 2, 1, 2, 2]"
