protein_id,algorithm,time,score,checked,placed,hash
576,dfs_bnb_mpi,16.3638,-13,14,4077314,"[-1, -1, 2, 2, 2, 1, 2, 1, -2, 1, -2, -1, -1, -2, 1, 1, 1, -2, -1, -2, -1, -1, -2, 1]"
577,dfs_bnb_mpi,13.2162,-14,15,3241487,"[-1, -2, 1, 1, 2, 2, 1, -2, -2, 1, 2, 1, -2, -2, -2, -1, 2, -1, -1, -1, -2, 1, 1, -2]"
578,dfs_bnb_mpi,95.4624,-13,14,23690821,"[-1, -1, 2, 2, 1, 2, -1, 2, 1, 1, -2, -2, 1, 2, 1, -2, -2, 1, -2, -1, -1, 2, -1, -1]"
579,dfs_bnb_mpi,52.4105,-14,15,12609402,"[-1, -2, 1, 1, 2, 1, -2, 1, 2, 1, -2, 1, -2, -1, -1, -2, -1, 2, -1, -1, -1, -2, 1, 1]"
580,dfs_bnb_mpi,38.9842,-13,14,9907002,"[-1, -1, 2, 2, 1, -2, 1, 2, 1, -2, 1, 2, 1, -2, -2, -2, -1, 2, -1, -2, -1, -1, -1, -1]"
581,dfs_bnb_mpi,15.1597,-14,15,4010648,"[-1, -1, 2, 1, 1, 1, -2, -2, -1, -1, -2, -1, 2, -1, -2, -1, -2, 1, -2, 1, 2, 1, 1, 2]"
582,dfs_bnb_mpi,41.742,-13,14,10899444,"[-1, -1, 2, 2, 2, -1, 2, -1, -2, -1, -2, 1, 1, -2, -1, -1, -1, -2, 1, 1, 1, -2, -1, -1]"
583,dfs_bnb_mpi,29.3402,-14,15,7230947,"[-1, -1, 2, -1, -1, -2, 1, -2, 1, 1, -2, -2, -2, -1, -1, -1, 2, 1, 1, 2, -1, -1, 2, -1]"
