protein_id,algorithm,time,score,checked,placed,hash
168,dfs_bnb_mpi,98.1193,-14,15,22070064,"[-1, -1, 2, 1, 2, 2, -1, -1, -1, 2, -1, -2, -1, -2, -2, 1, 2, 1, -2, -2, 1, 2, 2, 1]"
169,dfs_bnb_mpi,125.641,-14,15,28092462,"[-1, -1, -1, 2, -1, 2, -1, 2, 2, 2, 1, 1, -2, 1, -2, 1, -2, -2, -1, 2, -1, 2, -1, 2]"
170,dfs_bnb_mpi,3.35545,-13,13,837041,"[-1, -1, 2, 2, 2, 2, 1, -2, 1, -2, -1, -2, 1, 1, 1, 2, -1, 2, 1, 2, -1, 2, -1, -2]"
171,dfs_bnb_mpi,107.768,-13,14,26311969,"[-1, -1, 2, 2, 2, 1, 2, -1, 2, -1, -2, -1, -2, 1, -2, -2, -2, -1, -1, 2, 1, 2, -1, 2]"
172,dfs_bnb_mpi,21.9227,-14,15,5342028,"[-1, -1, 2, 2, 1, 1, 2, -1, 2, 1, 1, -2, -2, 1, 2, 1, -2, -2, -1, -2, -1, 2, -1, -1]"
173,dfs_bnb_mpi,19.8132,-13,12,4721344,"[-1, -1, 2, 1, 2, 2, 1, -2, -2, 1, 1, -2, -1, -2, -1, -1, -1, -1, 2, 2, 2, 1, 2, 2]"
174,dfs_bnb_mpi,78.6,-14,15,20041855,"[-1, -1, 2, 2, -1, -2, -2, -1, -2, 1, -2, 1, 2, 1, -2, 1, 2, 1, 2, 2, -1, 2, -1, -2]"
175,dfs_bnb_mpi,6.04799,-14,15,1557193,"[-1, -1, 2, 2, 2, 2, 1, -2, -2, -2, 1, 2, 2, 1, -2, 1, -2, -1, -2, -2, -2, -1, 2, -1]"
