protein_id,algorithm,time,score,checked,placed,hash
592,dfs_bnb_mpi,12.5684,-14,14,3174190,"[-1, -1, 2, 2, -1, -2, -2, -1, -2, 1, 1, 1, -2, 1, 2, 1, 2, 2, -1, 2, 2, -1, -2, -2]"
593,dfs_bnb_mpi,20.6875,-14,15,4780149,"[-1, -1, 2, 2, 1, -2, 1, 1, -2, 1, -2, -2, -2, -1, 2, 2, -1, -1, -1, -2, 1, -2, 1, 2]"
594,dfs_bnb_mpi,4.23696,-14,15,951086,"[-1, -1, 2, 2, -1, 2, 1, 2, -1, 2, 1, 1, -2, -2, -2, -2, 1, 2, 1, 2, -1, 2, 2, 2]"
595,dfs_bnb_mpi,24.6893,-14,15,5649662,"[-1, -2, 1, 1, 2, 2, 1, -2, -2, 1, 1, -2, -1, -2, -1, 2, -1, -1, -1, -2, 1, 1, -2, 1]"
596,dfs_bnb_mpi,6.72652,-15,16,1668851,"[-1, -1, 2, 2, 1, -2, 1, 2, 1, -2, -2, 1, 2, 2, 2, 2, -1, -1, -1, -1, -2, 1, 1, 1]"
597,dfs_bnb_mpi,101.848,-13,14,24931862,"[-1, -1, 2, 2, 2, 2, 2, 2, 1, -2, 1, -2, -1, -2, 1, 1, -2, 1, -2, -1, -1, 2, -1, -2]"
598,dfs_bnb_mpi,10.3725,-14,15,2638249,"[-1, -2, 1, 1, 1, 2, -1, 2, -1, 2, 2, 1, -2, 1, -2, 1, -2, -2, -2, -1, -1, -1, -1, -1]"
599,dfs_bnb_mpi,69.6933,-14,15,18121411,"[-1, -1, 2, 2, 2, 2, 1, 1, 2, 1, 1, -2, -1, -2, 1, -2, -1, -2, -1, 2, 2, -1, -2, -2]"
