protein_id,algorithm,time,score,checked,placed,hash
197,dfs_bnb_mpi,0.000222,-2,3,52,"[-1, -1, 2, -1, -2, -2, 1, 1, 1]"
198,dfs_bnb_mpi,0.000109,-2,2,30,"[-1, -1, 2, 2, 1, -2, 1, 2, 2]"
199,dfs_bnb_mpi,0.000164,-2,3,45,"[-1, -1, 2, 2, -1, -1, -2, 1, -2]"
200,dfs_bnb_mpi,0.000897,-2,3,274,"[-1, -1, 2, 2, 2, 1, 1, -2, -1]"
201,dfs_bnb_mpi,6e-05,-2,3,21,"[-1, -1, 2, 1, 2, 1, -2, 1, 2]"
202,dfs_bnb_mpi,0.000939,-2,3,305,"[-1, -1, 2, 1, 2, 2, 1, -2, -2]"
203,dfs_bnb_mpi,2.9e-05,0,1,10,"[-1, -1, 2, 2, 2, 2, 2, 2, 2]"
204,dfs_bnb_mpi,0.000124,-2,3,44,"[-1, -2, 1, 1, 1, -2, -1, -1, -1]"
205,dfs_bnb_mpi,0.000198,-3,4,56,"[-1, -2, -1, 2, -1, 2, 1, 1, 2]"
206,dfs_bnb_mpi,4.8e-05,-1,2,17,"[-1, -1, 2, -1, -2, -1, 2, 2, 2]"
207,dfs_bnb_mpi,0.000126,-1,2,41,"[-1, -1, 2, 2, 1, -2, 1, 2, 2]"
208,dfs_bnb_mpi,0.000625,-2,3,205,"[-1, -1, 2, -1, 2, -1, -2, -2, 1]"
209,dfs_bnb_mpi,0.000698,-4,5,224,"[-1, -2, 1, -2, 1, 2, 1, 2, -1]"
