protein_id,algorithm,time,score,checked,placed,hash
937,dfs_bnb_mpi,2.27678,-10,11,548911,"[-1, -2, 1, -2, 1, 2, 2, 1, 2, 1, 1, -2, -1, -2, 1, -2, -1, -1, 2]"
938,dfs_bnb_mpi,1.13346,-9,10,276901,"[-1, -1, 2, 2, 2, 2, -1, -1, -2, 1, -2, -2, -1, 2, -1, -2, -2, 1, 1]"
939,dfs_bnb_mpi,3.92321,-9,10,1008374,"[-1, -1, 2, 2, -1, -2, -1, -1, -2, 1, 1, -2, 1, 1, -2, -1, -1, -1, 2]"
940,dfs_bnb_mpi,0.265,-9,10,67014,"[-1, -1, 2, 1, 1, 2, 1, -2, -2, -2, -1, -1, -1, -1, -2, 1, 1, 1, 1]"
941,dfs_bnb_mpi,2.09886,-11,12,473917,"[-1, -2, -1, -2, 1, -2, 1, -2, 1, 2, 1, 2, -1, -1, 2, 1, 2, 1, -2]"
942,dfs_bnb_mpi,0.063101,-10,10,16833,"[-1, -1, 2, 2, 2, 1, -2, -2, 1, 2, 1, -2, 1, 1, -2, -1, -2, -1, 2]"
943,dfs_bnb_mpi,0.949593,-10,11,265539,"[-1, -1, 2, 1, 2, 1, 1, 2, -1, 2, 2, 1, -2, 1, -2, -2, -2, -1, -1]"
