protein_id,algorithm,time,score,checked,placed,hash
0,dfs_bnb_mpi,0.639454,-9,9,171718,"[-1, -1, 2, 1, 2, 2, -1, -2, -1, -2, -2, -1, -2, 1, -2, 1, 1, 2, -1]"
1,dfs_bnb_mpi,0.830019,-9,10,214865,"[-1, -2, 1, 1, 2, 1, 2, 1, -2, -2, -1, -2, -1, -1, -1, -2, 1, 1, 1]"
2,dfs_bnb_mpi,3.48984,-10,11,925722,"[-1, -2, 1, 1, 2, 1, 2, -1, 2, 2, -1, -1, -1, -2, -2, 1, 2, 1, -2]"
3,dfs_bnb_mpi,0.494607,-9,9,112157,"[-1, -1, 2, 2, 2, 1, 2, 1, 1, -2, -1, -2, -1, -2, 1, 1, 2, 1, 2]"
4,dfs_bnb_mpi,5.93331,-8,9,1666455,"[-1, -1, 2, 2, 1, -2, 1, 1, -2, -2, -1, -1, -1, -1, 2, -1, 2, 1, 2]"
5,dfs_bnb_mpi,0.689385,-9,10,185394,"[-1, -1, 2, 1, 1, 2, 1, -2, -2, -2, -2, -2, -1, -1, 2, 1, 2, -1, -1]"
6,dfs_bnb_mpi,1.84166,-8,9,443425,"[-1, -2, -1, -2, -1, -2, -2, 1, 2, 1, 2, 1, 2, 1, 1, 2, -1, 2, 2]"
7,dfs_bnb_mpi,2.07144,-9,10,465571,"[-1, -1, 2, 2, 2, 1, 2, 1, 2, 1, -2, -2, -1, -2, -1, -2, 1, 1, 2]"
8,dfs_bnb_mpi,8.45932,-8,9,2391215,"[-1, -1, 2, 2, 1, -2, 1, 2, 2, -1, 2, 2, 1, 1, -2, -2, -2, -2, -2]"
9,dfs_bnb_mpi,1.02974,-8,9,250125,"[-1, -1, 2, 2, -1, -2, -2, -1, 2, 2, 2, 1, 1, 2, 1, -2, -2, -2, 1]"
10,dfs_bnb_mpi,3.98897,-9,8,1100203,"[-1, -1, 2, 2, 2, -1, 2, -1, -2, -2, -2, -1, -2, 1, -2, 1, 2, 2, 2]"
11,dfs_bnb_mpi,1.15052,-9,10,300664,"[-1, -1, 2, -1, 2, 1, 2, 2, 1, -2, 1, 2, 1, -2, -2, -1, -2, -1, 2]"
12,dfs_bnb_mpi,0.911926,-10,11,237597,"[-1, -2, -1, 2, 2, 1, 2, 1, -2, 1, 2, 1, -2, 1, -2, -1, -1, -2, -1]"
13,dfs_bnb_mpi,1.88643,-9,10,439821,"[-1, -2, -1, 2, 2, 2, -1, 2, 1, 2, 1, 1, -2, -1, -2, -2, 1, 2, 1]"
