protein_id,algorithm,time,score,checked,placed,hash
10621,dfs_bnb_mpi,0.166512,-2,3,50876,"[-1, -1, 2, 2, 2, 2, 1, 2, 2, 2, 2, -1, -2, -2, -2, -1, -2, -1, 2]"
10622,dfs_bnb_mpi,0.043033,-9,10,11724,"[-1, -2, 1, 1, 1, -2, -1, -1, -2, 1, -2, -1, -1, 2, -1, -1, 2, 1, 1]"
10623,dfs_bnb_mpi,2.67164,-8,9,715797,"[-1, -1, 2, 2, 1, 2, 1, -2, 1, 1, -2, 1, -2, -1, -2, -1, 2, 2, -1]"
10624,dfs_bnb_mpi,0.380468,-11,12,94461,"[-1, -2, 1, 1, 2, 2, 1, 1, -2, -1, -2, 1, -2, -1, -1, -1, -2, -1, 2]"
10625,dfs_bnb_mpi,1.38995,-8,9,328467,"[-1, -1, 2, 2, 1, -2, 1, 2, 2, -1, -1, -1, -2, -2, -1, -2, 1, -2, 1]"
10626,dfs_bnb_mpi,0.030858,-4,4,9614,"[-1, -1, 2, 2, 1, -2, 1, 2, 2, 2, 1, -2, -2, 1, -2, -1, -2, 1, 1]"
10627,dfs_bnb_mpi,0.274121,-10,11,71565,"[-1, -1, 2, 2, 1, -2, 1, 2, 1, -2, -2, -2, -1, -1, -1, -1, 2, 2, 2]"
10628,dfs_bnb_mpi,0.324329,-3,4,89052,"[-1, -1, 2, 2, 2, 2, 2, 1, -2, -2, 1, -2, -1, -2, 1, 1, 2, 2, 2]"
10629,dfs_bnb_mpi,0.031597,-6,7,9456,"[-1, -1, 2, 1, 2, 2, 1, -2, -2, 1, -2, 1, -2, -1, -1, -1, -1, -1, 2]"
10630,dfs_bnb_mpi,0.517569,-6,7,137589,"[-1, -1, 2, 2, 2, 2, -1, -2, -2, -1, 2, -1, -2, -2, -2, 1, 2, 1, -2]"
10631,dfs_bnb_mpi,0.145989,-9,10,37512,"[-1, -1, 2, 1, 2, 2, 2, 1, -2, 1, -2, -1, -2, 1, 1, 1, -2, -1, -1]"
10632,dfs_bnb_mpi,0.030458,-4,5,9515,"[-1, -1, 2, 2, 1, -2, 1, 2, 2, -1, 2, -1, -1, -2, -2, -2, -1, 2, 2]"
10633,dfs_bnb_mpi,0.732882,-6,7,225130,"[-1, -2, -1, 2, 2, 2, 1, 1, -2, 1, -2, 1, 1, -2, -1, -1, -2, -1, 2]"
