protein_id,algorithm,time,score,checked,placed,hash
0,dfs_bnb_mpi,0.37966,-6,7,111879,"[-1, -1, 2, 1, 2, -1, 2, -1, -2, -1, -1, -2, -2, 1, 2, 1, -2, -2, 1]"
1,dfs_bnb_mpi,0.079449,-8,9,22394,"[-1, -1, 2, 1, 2, -1, -1, 2, 1, 2, 1, -2, 1, -2, 1, 1, -2, -1, -1]"
2,dfs_bnb_mpi,0.17949,-7,8,40316,"[-1, -1, 2, 2, 2, 1, 2, 1, -2, -2, -1, -2, 1, 1, 2, 2, 2, 2, 2]"
3,dfs_bnb_mpi,0.387626,-4,5,111848,"[-1, -1, 2, 1, 2, 1, -2, 1, 2, 2, -1, -1, -1, -2, -1, -2, -1, 2, 2]"
4,dfs_bnb_mpi,0.056364,-8,9,16438,"[-1, -1, -1, 2, 1, 1, 2, 1, -2, 1, -2, 1, -2, -1, -2, -1, 2, -1, -1]"
5,dfs_bnb_mpi,0.333257,-8,9,95899,"[-1, -1, 2, 1, 1, 2, -1, -1, 2, 1, 1, 2, 1, -2, 1, -2, -2, -1, 2]"
6,dfs_bnb_mpi,0.96598,-5,6,260542,"[-1, -1, 2, 2, 2, 2, 2, 1, 1, -2, 1, -2, -2, -1, 2, -1, -2, -2, 1]"
7,dfs_bnb_mpi,0.037792,-5,6,10436,"[-1, -1, 2, 2, 2, 2, 1, 1, -2, -2, -2, 1, -2, -2, -1, -2, -1, 2, -1]"
8,dfs_bnb_mpi,0.021659,-5,6,6703,"[-1, -1, 2, 1, 2, -1, -1, 2, 2, 2, 1, -2, -2, 1, 1, -2, -2, 1, 2]"
9,dfs_bnb_mpi,1.03448,-9,9,302175,"[-1, -2, 1, 1, 2, 2, -1, 2, -1, -2, -1, 2, -1, -2, -2, 1, -2, -2, 1]"
10,dfs_bnb_mpi,2.20817,-9,10,544450,"[-1, -2, -2, -1, 2, -1, -1, 2, -1, 2, 1, 2, 1, -2, -2, 1, 2, 1, 2]"
11,dfs_bnb_mpi,6.2e-05,0,1,20,"[-1, -1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
12,dfs_bnb_mpi,0.277869,-9,10,78801,"[-1, -1, 2, -1, -2, -1, 2, 2, -1, -2, -1, -2, 1, -2, 1, 1, -2, 1, 2]"
13,dfs_bnb_mpi,2.20472,-8,9,549216,"[-1, -2, -2, -1, -1, 2, 1, 2, 2, 2, 1, -2, 1, 2, 1, -2, -2, -2, -1]"
14,dfs_bnb_mpi,0.68349,-6,7,205735,"[-1, -2, -1, 2, 2, 1, 1, 2, 1, -2, 1, -2, -1, -2, 1, -2, -1, -1, 2]"
15,dfs_bnb_mpi,7.41553,-6,7,2047316,"[-1, -1, 2, -1, -2, -1, 2, 2, -1, -2, -2, -2, 1, 1, 1, -2, 1, 2, 1]"
16,dfs_bnb_mpi,0.056014,-7,8,13503,"[-1, -1, 2, 2, 1, -2, 1, 2, 1, 2, -1, -1, 2, 1, 2, 1, -2, 1, 2]"
17,dfs_bnb_mpi,0.515235,-8,9,147133,"[-1, -1, 2, 1, 2, 2, 1, -2, -2, 1, 1, -2, -1, -2, 1, -2, -1, -1, 2]"
18,dfs_bnb_mpi,20.4294,-6,7,4891158,"[-1, -1, 2, 2, 2, 2, 1, 2, 1, -2, 1, 1, -2, -1, -2, -1, 2, -1, -2]"
19,dfs_bnb_mpi,0.27904,-7,7,82789,"[-1, -1, 2, 2, -1, 2, 1, 2, 1, -2, 1, 1, -2, -1, -1, -2, 1, 1, 1]"
20,dfs_bnb_mpi,1.39707,-8,9,383716,"[-1, -1, 2, 2, 1, -2, 1, 2, 2, 1, 2, 1, -2, 1, -2, -1, -2, -1, 2]"
21,dfs_bnb_mpi,0.21616,-8,9,57133,"[-1, -2, 1, 1, 2, 2, -1, -1, 2, -1, -2, -1, -1, -2, 1, 1, -2, -1, -1]"
22,dfs_bnb_mpi,1.0851,-10,10,286444,"[-1, -1, 2, -1, -1, -1, -2, 1, 1, -2, -1, -1, -1, -2, 1, 1, 1, 1, 2]"
23,dfs_bnb_mpi,0.175099,-4,5,50454,"[-1, -1, 2, 2, 2, 2, -1, -2, -2, -2, -2, -1, -2, -2, 1, 2, 1, 1, 1]"
24,dfs_bnb_mpi,0.968945,-5,6,271996,"[-1, -1, 2, 2, 2, -1, -2, -1, 2, -1, -2, -1, -2, 1, 1, 1, -2, -1, -1]"
25,dfs_bnb_mpi,0.92222,-7,8,249297,"[-1, -2, 1, 1, 2, 1, 2, 2, 1, -2, 1, -2, -1, -2, -1, -2, -1, -1, -1]"
26,dfs_bnb_mpi,0.152303,-7,8,35092,"[-1, -1, 2, 1, 2, 2, 2, -1, -2, -2, -1, -2, -2, -1, 2, -1, 2, 1, 2]"
27,dfs_bnb_mpi,2.96355,-5,6,819499,"[-1, -1, 2, 2, 2, 2, 2, -1, 2, -1, -2, -2, 1, -2, -2, -1, -2, 1, -2]"
28,dfs_bnb_mpi,7.293,-8,9,2006050,"[-1, -1, 2, 2, -1, 2, 1, 1, 2, 2, 1, -2, -2, 1, -2, -1, -1, -2, 1]"
