protein_id,algorithm,time,score,checked,placed,hash
13620,dfs_bnb_mpi,0.069832,-5,6,20145,"[-1, -1, 2, 2, 2, 2, 2, 1, -2, -2, -2, -2, 1, 1, 1, 2, -1, -1, 2]"
13621,dfs_bnb_mpi,0.109306,-4,5,33447,"[-1, -1, -1, 2, 2, 2, 1, -2, -2, 1, 1, 1, 2, 2, -1, -2, -1, 2, 2]"
13622,dfs_bnb_mpi,0.162867,-6,6,46589,"[-1, -1, 2, 2, 2, 2, 1, -2, -2, -2, 1, 1, 2, -1, 2, 2, 1, -2, 1]"
13623,dfs_bnb_mpi,0.217145,-8,8,60227,"[-1, -2, 1, 1, 1, 2, -1, 2, 1, 1, 2, -1, -1, 2, -1, -2, -1, -2, 1]"
13624,dfs_bnb_mpi,6.74411,-6,7,1937947,"[-1, -1, 2, 1, 1, 2, 2, 1, -2, 1, 1, -2, -2, -2, -1, 2, 2, -1, -2]"
13625,dfs_bnb_mpi,2.74247,-9,9,692834,"[-1, -1, 2, 2, 2, 1, 2, 2, 1, 1, -2, -1, -2, -2, -1, -2, 1, 1, -2]"
13626,dfs_bnb_mpi,18.074,-6,7,5248511,"[-1, -1, 2, 2, 2, -1, -1, -2, 1, -2, -1, -1, 2, -1, -2, -2, 1, 1, 1]"
13627,dfs_bnb_mpi,0.50776,-5,6,136782,"[-1, -1, 2, -1, -2, -1, 2, 2, -1, -2, -1, -2, 1, -2, 1, 1, 1, 1, 1]"
13628,dfs_bnb_mpi,5.00663,-6,7,1381156,"[-1, -2, -1, 2, 2, -1, 2, 2, 2, 2, 1, 1, -2, -2, -1, -2, 1, -2, 1]"
13629,dfs_bnb_mpi,2.97657,-7,8,838789,"[-1, -1, 2, -1, -2, -2, -1, -2, 1, -2, 1, 2, 1, -2, 1, 2, 2, -1, -1]"
13630,dfs_bnb_mpi,0.115525,-4,5,33905,"[-1, -1, 2, 1, 1, 2, -1, -1, -1, -2, -1, 2, 2, 1, 1, 2, 2, 2, 2]"
13631,dfs_bnb_mpi,2.1735,-7,8,643208,"[-1, -1, 2, 1, 2, 1, -2, 1, 2, 2, -1, 2, 2, -1, -1, -2, -2, 1, 2]"
13632,dfs_bnb_mpi,0.274942,-6,7,78529,"[-1, -2, 1, -2, 1, 2, 1, 2, -1, 2, 2, 1, -2, 1, -2, 1, 2, 2, 2]"
13633,dfs_bnb_mpi,7.60547,-7,8,2092540,"[-1, -1, 2, 2, -1, -2, -1, -1, -2, 1, -2, -1, -2, 1, 1, 1, 2, -1, 2]"
13634,dfs_bnb_mpi,5.497,-7,8,1228972,"[-1, -1, 2, 2, 2, 1, 2, 1, 2, 1, -2, -2, -1, -2, -1, -2, 1, 1, 2]"
13635,dfs_bnb_mpi,0.257448,-7,8,73257,"[-1, -1, 2, 1, 1, 2, 2, 1, -2, -2, 1, 2, 1, -2, -2, -1, -2, -1, 2]"
13636,dfs_bnb_mpi,3.54974,-8,9,993905,"[-1, -1, 2, 1, 2, 2, 2, 2, 1, -2, 1, -2, 1, -2, -1, -2, -1, 2, 2]"
13637,dfs_bnb_mpi,1.26025,-10,11,302863,"[-1, -2, 1, 1, 2, 2, 1, -2, -2, 1, -2, -1, -1, -1, -2, 1, 1, -2, -1]"
13638,dfs_bnb_mpi,0.000151,-1,2,47,"[-1, -1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, -2, -2, -2, 1, 2, 2, 2]"
13639,dfs_bnb_mpi,1.30514,-10,11,283253,"[-1, -1, 2, 2, 2, 2, 1, 1, 1, -2, -1, -1, -2, -2, 1, 2, 1, -2, 1]"
13640,dfs_bnb_mpi,0.204014,-7,8,45725,"[-1, -2, 1, -2, 1, 2, 2, 1, 2, -1, 2, -1, -2, -1, 2, 2, 2, 2, 2]"
13641,dfs_bnb_mpi,2.93965,-11,11,646135,"[-1, -1, 2, 2, 2, 1, 2, 2, 1, -2, 1, -2, -1, -2, 1, -2, -1, -1, 2]"
13642,dfs_bnb_mpi,0.045254,-6,7,13419,"[-1, -1, 2, 1, 1, 2, 1, -2, 1, 2, 2, -1, -1, 2, -1, -2, -2, -1, 2]"
13643,dfs_bnb_mpi,0.019256,-5,5,5214,"[-1, -1, 2, 2, 1, -2, 1, 2, 2, 1, -2, 1, -2, -1, -2, 1, 1, 2, 2]"
13644,dfs_bnb_mpi,0.502139,-9,9,132257,"[-1, -1, 2, 1, 2, -1, -1, -1, -1, -2, -1, -2, 1, 1, 2, 1, -2, -2, 1]"
13645,dfs_bnb_mpi,2.0175,-11,12,500073,"[-1, -2, 1, 1, -2, -1, -2, 1, -2, -1, -2, -1, -1, 2, 2, 2, 1, -2, -2]"
13646,dfs_bnb_mpi,1.90311,-6,7,435838,"[-1, -1, 2, 2, -1, -2, -2, -2, -1, -2, 1, -2, 1, 2, 2, 1, 1, -2, -1]"
13647,dfs_bnb_mpi,3.26804,-9,9,933896,"[-1, -1, 2, 2, 2, 2, 1, -2, 1, -2, 1, 2, 1, -2, -2, -1, -1, -1, 2]"
13648,dfs_bnb_mpi,0.147026,-4,5,35033,"[-1, -1, 2, 2, 2, 2, -1, -2, -2, -1, -2, 1, -2, -2, -1, 2, -1, 2, 2]"
13649,dfs_bnb_mpi,0.888746,-10,11,242592,"[-1, -1, 2, -1, -2, -1, -2, 1, -2, 1, -2, 1, 2, 1, 1, 2, -1, -1, -1]"
13650,dfs_bnb_mpi,6.26162,-9,10,1391188,"[-1, -1, 2, -1, 2, 2, 2, -1, -2, -1, -1, -2, -2, 1, 2, 1, -2, -2, 1]"
