protein_id,algorithm,time,score,checked,placed,hash
0,dfs_bnb_mpi,0.459711,-4,5,116257,"[-1, -1, 2, 2, 2, 1, 1, 1, 1, -2, -1, -2, 1, 1, 1, -2, -1, -1, -1, -2, 1, 1, 1, 1]"
1,dfs_bnb_mpi,38.7793,-4,5,11895112,"[-1, -1, 2, 2, 2, -1, -2, -2, -1, 2, 2, 2, 2, -1, -2, -2, -2, -2, -2, 1, 1, -2, 1, 1]"
2,dfs_bnb_mpi,0.463104,-4,5,132971,"[-1, -1, 2, 1, 2, 1, 1, -2, -2, -2, -1, -1, -1, -2, -2, 1, 2, 1, 1, 1, 2, 2, 2, 2]"
3,dfs_bnb_mpi,0.139695,-5,5,39644,"[-1, -1, 2, 2, 2, 2, -1, -1, -2, -2, 1, -2, -1, -2, -1, 2, -1, 2, 1, 2, 2, 2, 2, 2]"
4,dfs_bnb_mpi,18.9058,-4,5,5684849,"[-1, -1, 2, 2, 2, 2, 2, 2, 2, 1, -2, -2, -2, 1, -2, -2, -2, 1, -2, -2, -1, -1, -1, -1]"
5,dfs_bnb_mpi,198.936,-5,6,57400708,"[-1, -2, 1, 1, 2, 2, -1, -1, 2, -1, 2, 2, -1, -1, -2, -2, -2, -2, 1, 1, 2, -1, 2, 2]"
6,dfs_bnb_mpi,5.81376,-4,5,1803761,"[-1, -1, 2, 2, 1, 1, 1, 2, 2, -1, -2, -1, 2, 2, 2, -1, -2, -2, -2, -1, -1, -2, 1, -2]"
7,dfs_bnb_mpi,0.000334,-2,3,96,"[-1, -1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, -2, 1, -2, -1, -2, 1]"
8,dfs_bnb_mpi,1.23407,-4,5,384938,"[-1, -1, 2, 2, 1, 2, 2, -1, -2, -1, -2, -1, -1, -2, 1, 1, -2, -2, 1, 1, 1, 1, 2, 2]"
9,dfs_bnb_mpi,2312.74,-4,5,649421933,"[-1, -1, 2, 2, 2, 2, 2, 2, 1, 1, -2, 1, 2, 2, 1, -2, -2, -2, -1, -1, -2, -1, 2, 2]"
