protein_id,algorithm,time,score,checked,placed,hash
566,dfs_bnb_mpi,0.01335,-6,6,3219,"[-1, -1, 2, 1, 2, -1, -1, -2, -2, -2, 1, 1, 1, 1]"
567,dfs_bnb_mpi,0.025766,-5,6,6037,"[-1, -1, 2, 2, 2, 1, 1, -2, -1, -2, 1, 1, 2, 2]"
568,dfs_bnb_mpi,0.008767,-5,6,2360,"[-1, -1, 2, 1, 2, -1, 2, -1, -2, -2, -2, -1, 2, 2]"
569,dfs_bnb_mpi,0.072922,-7,8,20465,"[-1, -1, 2, 1, 1, 1, -2, 1, -2, -1, -2, -1, 2, -1]"
570,dfs_bnb_mpi,0.040442,-6,6,11029,"[-1, -2, 1, 1, 2, 1, -2, 1, -2, -1, -1, -2, -1, 2]"
571,dfs_bnb_mpi,0.028155,-6,7,8137,"[-1, -2, 1, 1, 2, 2, 1, -2, -2, -2, -2, -1, 2, -1]"
572,dfs_bnb_mpi,0.023152,-7,7,5630,"[-1, -1, 2, 2, 2, 2, 1, 1, -2, -1, -2, 1, -2, -1]"
573,dfs_bnb_mpi,0.209624,-6,7,49048,"[-1, -2, 1, 1, 2, 1, -2, -2, -1, -2, -1, 2, -1, -2]"
574,dfs_bnb_mpi,0.026181,-7,8,6204,"[-1, -2, 1, 1, 2, 1, 2, 2, -1, -2, -1, -1, 2, 1]"
575,dfs_bnb_mpi,0.266949,-6,7,60139,"[-1, -2, -1, 2, -1, 2, 2, 2, 1, 1, -2, -1, -2, 1]"
576,dfs_bnb_mpi,0.028043,-7,8,7730,"[-1, -1, 2, 1, 2, 1, -2, 1, 2, 2, 2, -1, -2, -1]"
577,dfs_bnb_mpi,0.03065,-6,7,7484,"[-1, -1, 2, 2, -1, 2, -1, -2, -2, 1, -2, -2, -1, 2]"
578,dfs_bnb_mpi,0.011054,-7,8,2661,"[-1, -1, 2, 1, 1, 1, -2, -2, -1, -1, -2, 1, 1, 1]"
579,dfs_bnb_mpi,0.054778,-7,8,12577,"[-1, -2, 1, 1, 2, 2, 1, -2, -2, -2, -1, -1, -2, 1]"
580,dfs_bnb_mpi,0.066953,-7,7,16224,"[-1, -2, 1, -2, 1, 2, 2, 2, 1, -2, -2, 1, -2, -1]"
581,dfs_bnb_mpi,0.021067,-6,7,5486,"[-1, -1, -1, 2, 1, 1, 2, 1, 2, -1, -1, -2, -1, 2]"
582,dfs_bnb_mpi,0.043497,-7,8,11162,"[-1, -1, 2, 1, 1, 2, -1, -1, -1, -2, -2, -2, 1, 1]"
583,dfs_bnb_mpi,0.078294,-6,7,18176,"[-1, -1, 2, -1, 2, -1, -2, -2, 1, -2, 1, 1, -2, -1]"
584,dfs_bnb_mpi,0.030308,-7,8,8007,"[-1, -1, 2, 1, 2, -1, -1, -2, -2, -2, 1, 1, -2, -1]"
