protein_id,algorithm,time,score,checked,placed,hash
4004,dfs_bnb_mpi,0.002229,-2,3,532,"[-1, -1, 2, 2, 2, 2, 1, -2, 1, 1, -2, -1, -1, -2]"
4005,dfs_bnb_mpi,5.8e-05,0,1,15,"[-1, -1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
4006,dfs_bnb_mpi,0.000643,-4,5,170,"[-1, -1, -1, 2, 1, 2, 1, -2, 1, 1, 2, -1, 2, 2]"
4007,dfs_bnb_mpi,0.002914,-5,6,746,"[-1, -2, 1, 1, 1, 2, -1, 2, 2, -1, -2, -1, 2, 2]"
4008,dfs_bnb_mpi,0.006356,-4,5,1964,"[-1, -2, -2, -1, 2, -1, 2, 1, 2, 2, 1, -2, 1, 2]"
4009,dfs_bnb_mpi,0.000862,-4,4,259,"[-1, -1, 2, 1, 2, 2, -1, -2, -1, -2, -1, 2, 2, 2]"
4010,dfs_bnb_mpi,0.023032,-5,6,6205,"[-1, -1, 2, -1, -1, 2, 1, 1, 2, 1, -2, 1, -2, -1]"
4011,dfs_bnb_mpi,0.001354,-4,5,337,"[-1, -2, 1, 1, 2, 2, 2, -1, -2, -1, 2, 2, 2, 2]"
4012,dfs_bnb_mpi,0.140793,-4,5,40090,"[-1, -2, 1, 1, 2, 2, -1, -1, 2, 2, -1, -2, -2, -2]"
4013,dfs_bnb_mpi,0.027825,-7,8,6242,"[-1, -1, 2, 2, 1, -2, 1, 1, -2, -2, -1, -1, -1, -1]"
4014,dfs_bnb_mpi,0.01945,-4,5,5602,"[-1, -1, 2, -1, 2, 2, -1, -2, -2, -2, 1, -2, 1, 1]"
4015,dfs_bnb_mpi,0.189352,-4,5,44902,"[-1, -1, 2, 2, 2, 2, 1, 2, 1, -2, -2, -1, -2, 1]"
4016,dfs_bnb_mpi,0.039967,-7,7,10484,"[-1, -1, 2, 2, 2, 2, 1, -2, -2, 1, 1, -2, -1, -1]"
4017,dfs_bnb_mpi,0.00733,-4,5,1920,"[-1, -1, 2, 1, 2, -1, -1, 2, -1, -2, -2, 1, -2, -1]"
4018,dfs_bnb_mpi,0.025753,-5,5,6409,"[-1, -1, 2, 2, 2, -1, -1, -2, 1, -2, -1, -2, 1, -2]"
4019,dfs_bnb_mpi,0.01755,-6,7,5206,"[-1, -2, -1, 2, 2, 1, 2, 1, -2, 1, -2, -2, -1, -2]"
4020,dfs_bnb_mpi,0.008977,-4,4,2795,"[-1, -1, 2, 1, 2, -1, -1, -2, -2, -2, 1, -2, 1, 2]"
